연도,월,단위가격(오세아니아),금액(오세아니아),중량(ton)(오세아니아),단위가격(북아메리카),금액(북아메리카),중량(북아메리카),단위가격(중남미),금액(중남미),중량(중남미),단위가격(중동),금액(중동),중량(중동),단위가격(아시아),금액(아시아),중량(아시아),단위가격(아프리카),금액(아프리카),중량(아프리카),단위가격(유럽),금액(유럽),중량(유럽),단위가격(러시아),금액(러시아),중량(러시아),단위가격(기타),금액(기타),중량(기타)
2011,11,0,0,0,0,0,0,645.1045363,66,102309,884.6924404,669,756195,665.3217394,590,886789,612.8636862,152,248016,451.5535178,26,57579,462.6379937,116,250736,0,0,0
2011,12,704.2484195,43,61058,0,0,0,644.7885802,173,268305,881.7161564,1686,1912180,690.9413854,1167,1689000,736.4674113,300,407350,932.5187593,107,114743,323.5991769,103,318295,0,0,0
2012,01,707.8437414,85,120083,911.2575354,52,57064,625.0672115,93,148784,758.7003134,966,1273230,624.9727799,574,918440,813.4613399,197,242175,0,0,0,203.8767957,26,127528,0,0,0
2012,02,0,0,0,0,0,0,591.1322486,154,260517,838.2798703,1630,1944458,702.237996,1019,1451075,747.04076,452,605054,0,0,0,523.8549469,201,383694,0,0,0
2012,03,0,0,0,0,0,0,619.4797338,128,206625,814.3214701,1046,1284505,682.2815602,1026,1503778,698.8451288,177,253275,934.7220633,49,52422,198.7832373,38,191163,0,0,0
2012,04,0,0,0,0,0,0,0,0,0,921.1657011,1296,1406913,680.9772325,678,995628,768.5697664,144,187361,0,0,0,235.786032,30,127234,0,0,0
2012,05,0,0,0,0,0,0,0,0,0,938.525249,1045,1113449,837.8175155,556,663629,681.4874846,74,108586,0,0,0,458.9433065,147,320301,0,0,0
2012,06,891.0566055,57,63969,0,0,0,0,0,0,919.3464638,1034,1124712,818.6834638,843,1029702,795.9117103,183,229925,0,0,0,0,0,0,0,0,0
2012,07,789.3481848,144,182429,0,0,0,0,0,0,858.6317694,1431,1666605,750.8791664,518,689858,771.5323385,164,212564,0,0,0,0,0,0,0,0,0
2012,08,0,0,0,0,0,0,662.677216,33,49798,918.9117787,1120,1218833,657.4767123,536,815238,710.9435709,86,120966,0,0,0,922.2352481,118,127950,0,0,0
2012,09,732.785271,128,174676,0,0,0,658.1167735,39,59260,928.4974774,1243,1338722,657.8318479,640,972893,0,0,0,0,0,0,370.3494972,92,248414,0,0,0
2012,10,650.5863409,40,61483,0,0,0,610.4896486,34,55693,833.9588024,950,1139145,586.1110586,620,1057820,704.4426461,121,171767,0,0,0,225.2818643,43,190872,0,0,0
2012,11,647.8218964,41,63289,0,0,0,0,0,0,863.3129207,1114,1290378,548.0815173,694,1266235,716.8458781,84,117180,664.9157219,40,60158,198.9935118,38,190961,0,0,0
2012,12,698.9004368,116,165975,0,0,0,739.6017828,38,51379,821.5423831,1801,2192218,741.8191458,694,935538,744.901177,437,586655,841.6351769,49,58220,450.3534295,115,255355,0,0,0
2013,01,732.0382802,41,56008,0,0,0,822.2483497,107,130131,853.9471852,1748,2046965,642.6133593,659,1025500,842.3324292,395,468936,854.391903,52,60862,196.3618084,25,127316,0,0,0
2013,02,783.4654722,92,117427,0,0,0,0,0,0,840.5288017,1965,2337814,699.1418271,517,739478,812.1259156,473,582422,936.7227624,58,61918,360.4436591,92,255241,0,0,0
2013,03,0,0,0,0,0,0,846.2204825,211,249344,846.1412959,2173,2568129,711.5460131,694,975341,785.2634972,190,241957,0,0,0,196.4420417,25,127264,0,0,0
2013,04,0,0,0,0,0,0,847.278119,60,70815,829.619963,1541,1857477,650.4911208,650,999245,828.586508,303,365683,0,0,0,225.0861085,43,191038,0,0,0
2013,05,701.9473189,120,170953,0,0,0,0,0,0,844.5277765,1281,1516824,715.5572109,732,1022979,718.8720244,44,61207,0,0,0,204.5391968,26,127115,0,0,0
2013,06,0,0,0,0,0,0,732.8203591,88,120084,859.1467996,1283,1493342,709.3157725,514,724642,786.9352187,190,241443,0,0,0,406.5591544,78,191854,0,0,0
2013,07,696.6758609,49,70334,0,0,0,769.1710046,198,257420,841.3026193,1166,1385946,623.0604869,361,579398,839.3265639,51,60763,0,0,0,798.7971055,51,63846,986.6480776,92,93245
2013,08,0,0,0,0,0,0,759.3882434,93,122467,812.2120942,1163,1431892,745.9536751,866,1160930,757.8457226,319,420930,0,0,0,459.0716736,55,119807,0,0,0
2013,09,0,0,0,0,0,0,580.8887598,28,48202,763.2905475,1187,1555109,819.8479051,562,685493,784.046361,138,176010,0,0,0,0,0,0,0,0,0
2013,10,0,0,0,0,0,0,802.9126348,58,72237,801.6289012,1463,1825034,740.8620615,579,781522,802.7083851,239,297742,0,0,0,225.511071,43,190678,0,0,0
2013,11,689.4390473,88,127640,0,0,0,0,0,0,807.4421299,1182,1463882,779.3229315,860,1103522,799.3838895,246,307737,0,0,0,360.9711694,92,254868,0,0,0
2013,12,783.5983866,61,77846,0,0,0,718.0650038,38,52920,803.5416054,1441,1793311,767.0993055,985,1284058,797.611524,366,458870,827.3775284,105,126907,203.4853386,39,191660,0,0,0
2014,01,0,0,0,0,0,0,0,0,0,834.8707594,1854,2220703,810.5669612,893,1101698,873.786691,599,685522,854.1446352,147,172102,396.2291538,101,254903,0,0,0
2014,02,710.5174343,40,56297,0,0,0,0,0,0,909.2790016,2338,2571268,786.687527,622,790657,894.0606113,329,367984,866.8587516,105,121127,587.0358992,150,255521,0,0,0
2014,03,0,0,0,0,0,0,0,0,0,919.2293362,2519,2740339,783.2719899,608,776231,825.0954017,264,319963,840.4526314,97,115414,204.1970344,26,127328,0,0,0
2014,04,704.9313867,45,63836,0,0,0,0,0,0,916.1487471,1550,1691865,808.8003518,857,1059594,868.2162887,211,243027,0,0,0,526.9449775,67,127148,0,0,0
2014,05,0,0,0,0,0,0,0,0,0,897.5673331,865,963716,832.2903824,536,644006,815.2695185,102,125112,821.1843668,150,182663,783.1223363,199,254111,0,0,0
2014,06,812.8209924,113,139022,0,0,0,0,0,0,911.4544699,983,1078496,825.378946,510,617898,833.0741864,292,350509,0,0,0,0,0,0,0,0,0
2014,07,692.3210062,84,121331,0,0,0,0,0,0,929.6131399,1068,1148865,763.9478355,495,647950,829.9590051,99,119283,748.4212988,48,64135,756.7277829,48,63431,0,0,0
2014,08,0,0,0,0,0,0,0,0,0,910.3780961,1275,1400517,759.0529966,515,678477,792.4007787,243,306663,837.7394768,61,72815,746.81437,48,64273,0,0,0
2014,09,802.0957511,109,135894,0,0,0,706.9136152,45,63657,932.5051171,918,984445,801.3999967,490,611430,819.2382345,195,238026,807.1816536,107,132560,800.3740362,101,126191,0,0,0
2014,10,698.4846291,82,117397,0,0,0,0,0,0,907.9913667,1045,1150892,809.8126125,881,1087906,775.597314,149,192110,829.8890227,51,61454,788.3665202,101,128113,0,0,0
2014,11,735.0900485,98,133317,0,0,0,806.6174261,51,63227,894.2026901,1573,1759109,685.5269558,358,522226,718.5863447,132,183694,800.9996476,50,62422,790.0381939,151,191130,0,0,0
2014,12,669.0033305,46,68759,0,0,0,0,0,0,884.49719,1794,2028271,802.451904,825,1028099,770.4059434,471,611366,824.576399,164,198890,797.6891941,256,320927,0,0,0
2015,01,559.0689398,186,332696,0,0,0,696.4426443,38,54563,824.4958925,1656,2008500,688.5101038,695,1009426,637.6714234,243,381074,747.4970176,99,132442,695.1703951,133,191320,0,0,0
2015,02,590.9751089,118,199670,0,0,0,0,0,0,780.2759638,1211,1552015,621.6766415,488,784974,610.3287977,180,294923,0,0,0,640.5643293,162,252902,0,0,0
2015,03,563.5891732,38,67425,0,0,0,0,0,0,748.1953013,1305,1744197,592.1554316,417,704207,616.4091748,204,330949,0,0,0,538.258134,103,191358,0,0,0
2015,04,516.7884469,36,69661,0,0,0,0,0,0,672.3743781,1020,1517012,517.2316428,403,779148,538.718995,141,261732,0,0,0,559.7815283,107,191146,0,0,0
2015,05,342.2868364,19,55509,0,0,0,0,0,0,543.1747804,642,1181940,450.3441137,248,550690,519.0359184,94,181105,487.4110856,32,65653,405.1660238,129,318388,0,0,0
2015,06,374.3916136,24,64104,0,0,0,0,0,0,493.502522,539,1092193,416.1417713,147,353245,538.1366258,106,196976,0,0,0,342.4604225,22,64241,0,0,0
2015,07,0,0,0,0,0,0,0,0,0,471.6137684,633,1342200,427.7964488,257,600753,511.055486,98,191760,0,0,0,425.5252084,54,126902,0,0,0
2015,08,563.5469646,40,70979,0,0,0,0,0,0,506.4150623,537,1060395,431.1037216,314,728363,475.8829328,28,58838,469.7910142,33,70244,508.1459708,65,127916,0,0,0
2015,09,474.5442717,186,391955,0,0,0,0,0,0,520.3473767,696,1337568,476.2174052,320,671962,0,0,0,0,0,0,485.1330203,93,191700,0,0,0
2015,10,461.8278621,123,266333,0,0,0,0,0,0,546.1733994,766,1402485,467.7763179,429,917105,490.6822032,95,193608,0,0,0,453.6306091,87,191786,0,0,0
2015,11,0,0,0,0,0,0,0,0,0,535.2210072,726,1356449,459.8733357,381,828489,472.9745447,61,128971,0,0,0,436.0028719,167,383025,0,0,0
2015,12,452.9437505,295,651295,0,0,0,0,0,0,502.6914172,685,1362665,426.2499443,411,964223,467.5420989,58,124053,0,0,0,356.9173937,160,448283,0,0,0
2016,01,421.9409283,186,440820,0,0,0,427.1006609,19,44486,446.5606685,658,1473484,378.5375419,366,966879,431.3090824,109,252719,0,0,0,339.2024047,65,191626,0,0,0
2016,02,391.7305843,231,589691,0,0,0,0,0,0,430.6596024,615,1428042,370.178023,340,918477,0,0,0,0,0,0,342.1887638,22,64292,0,0,0
2016,03,370.7317517,163,439671,0,0,0,284.5721255,21,73795,405.757305,529,1303735,370.6282103,411,1108928,340.7700582,83,243566,0,0,0,317.0862514,81,255451,363.7300517,24,65983
2016,04,340.7196486,84,246537,0,0,0,0,0,0,376.2130351,336,893111,326.5312394,255,780936,0,0,0,0,0,0,273.9951229,70,255479,0,0,0
2016,05,322.6857888,99,306800,0,0,0,0,0,0,328.219254,367,1118155,299.595172,160,534054,264.5543815,17,64259,0,0,0,246.0745868,47,190999,0,0,0
2016,06,333.3727645,62,185978,0,0,0,0,0,0,302.1331819,447,1479480,281.454171,211,749678,0,0,0,0,0,0,236.8882361,15,63321,0,0,0
2016,07,286.3637177,32,111746,0,0,0,0,0,0,308.5617917,348,1127813,292.2347741,160,547505,316.4461589,21,66362,0,0,0,399.8831111,26,65019,0,0,0
2016,08,355.7107748,110,309240,0,0,0,0,0,0,337.6005161,359,1063387,307.1073689,163,530759,0,0,0,0,0,0,297.2884167,19,63911,0,0,0
2016,09,392.4614693,96,244610,0,0,0,0,0,0,347.2930355,470,1353324,350.162348,176,502624,368.7966007,23,62365,0,0,0,310.8824398,20,64333,0,0,0
2016,10,390.7378149,230,588630,0,0,0,0,0,0,379.3539797,563,1484102,372.0702006,367,986373,0,0,0,0,0,0,381.5616849,73,191319,0,0,0
2016,11,403.1598149,303,751563,0,0,0,0,0,0,402.9323935,608,1508938,365.3366778,328,897802,366.3898388,24,65504,0,0,0,324.806295,62,190883,0,0,0
2016,12,373.2969329,233,624168,391.3058945,11,28111,0,0,0,398.8568035,689,1727437,365.0786497,405,1109350,376.86075,52,137982,378.8376642,49,129343,322.3017058,82,254420,0,0,0
2017,01,425.6296617,378,888096,484.496124,50,103200,486.6306008,94,193165,413.8626159,813,1964420,362.3162256,251,692765,453.6877597,88,193966,0,0,0,379.9049846,97,255327,0,0,0
2017,02,451.1734703,269,596223,0,0,0,0,0,0,429.0914688,736,1715252,403.5140446,337,835163,366.9949232,90,245235,0,0,0,344.4478657,66,191611,0,0,0
2017,03,402.1952074,310,770770,454.3123031,31,68235,398.7770836,75,188075,434.5588572,597,1373807,384.4665336,302,785504,376.6535089,75,199122,0,0,0,336.5000861,43,127786,0,0,0
2017,04,413.1534917,201,486502,310.7568483,20,64359,0,0,0,445.6722731,483,1083756,356.2909648,154,432231,307.4368986,20,65054,0,0,0,365.2548696,70,191647,307.4368986,20,65054
2017,05,442.9247205,225,507987,385.4059609,24,62272,0,0,0,477.9918878,455,951899,388.772502,247,635333,369.4481558,73,197592,0,0,0,390.4175907,50,128068,0,0,0
2017,06,364.9991032,232,635618,377.3565919,75,198751,0,0,0,455.4678188,692,1519317,376.72985,391,1037879,282.8587592,18,63636,0,0,0,0,0,0,0,0,0
2017,07,397.9672253,152,381941,430.1229435,60,139495,0,0,0,456.108894,523,1146656,353.7392546,322,910275,303.4998323,19,62603,0,0,0,434.000868,28,64516,0,0,0
2017,08,371.1912549,138,371776,419.7381883,112,266833,0,0,0,486.6075067,609,1251522,349.6614083,199,569122,0,0,0,386.01522,28,72536,294.0539202,19,64614,0,0,0
2017,09,402.0339606,267,664123,426.5318933,53,124258,0,0,0,458.3477883,399,870518,393.0631137,174,442677,0,0,0,0,0,0,388.623918,99,254745,0,0,0
2017,10,424.7186239,172,404974,410.1894088,108,263293,324.069073,21,64801,448.2616251,494,1102035,408.1435214,270,661532,0,0,0,0,0,0,376.305309,96,255112,0,0,0
2017,11,401.8757262,175,435458,412.7528848,140,339186,0,0,0,431.4091268,543,1258666,369.2890397,351,950475,351.1437253,49,139544,0,0,0,366.0095678,71,193984,0,0,0
2017,12,450.3614829,415,921482,404.2565479,133,328999,509.2067872,31,60879,437.5193879,677,1547360,407.6857002,346,848693,442.8027081,114,257451,0,0,0,368.5956506,72,195336,0,0,0
2018,01,478.636338,212,442925,455.3074754,239,524920,599.880024,36,60012,465.6621785,953,2046548,414.0020426,302,729465,393.6491274,51,129557,0,0,0,404.153454,78,192996,0,0,0
2018,02,570.8794398,540,945909,523.1311141,210,401429,534.0413195,35,65538,500.8858991,951,1898636,453.459601,276,608654,511.3385449,66,129073,588.4463002,146,248111,508.9787024,128,251484,0,0,0
2018,03,483.5455946,349,721752,490.3452707,261,532278,505.7130921,69,136441,501.6852606,799,1592632,441.4248184,350,792887,538.0853657,34,63187,543.1864441,174,320332,456.1469737,58,127152,0,0,0
2018,04,494.8654906,221,446586,410.1287322,85,207252,502.4907949,116,230850,516.8634203,688,1331106,434.8738866,290,666860,496.6065221,33,66451,0,0,0,468.8014568,121,258105,0,0,0
2018,05,504.4681464,217,430156,426.0531501,144,337986,541.9918199,108,199265,569.1489076,636,1117458,420.7974615,209,496676,0,0,0,0,0,0,520.4050833,100,192158,0,0,0
2018,06,511.6133353,356,695838,413.7360364,111,268287,460.6033148,61,132435,572.1006259,861,1504980,450.3863841,361,801534,451.7936207,35,77469,0,0,0,467.8793178,122,260751,0,0,0
2018,07,517.1563881,235,454408,442.9795253,177,399567,533.7949939,37,69315,566.3197926,741,1308448,457.0960217,232,507552,0,0,0,0,0,0,0,0,0,0,0,0
2018,08,537.9648045,274,509327,466.6636559,155,332145,546.0415941,69,126364,590.6733909,764,1293439,426.482607,239,560398,546.2540628,40,73226,0,0,0,0,0,0,0,0,0
2018,09,581.7973724,488,838780,498.1818929,97,194708,590.445518,33,55890,595.7534911,869,1458657,473.92171,301,635126,566.6806497,77,135879,0,0,0,0,0,0,0,0,0
2018,10,568.175984,332,584326,529.6945428,318,600346,604.921115,37,61165,639.6335245,964,1507113,500.2720138,343,685627,586.8011652,84,143149,0,0,0,564.404217,109,193124,0,0,0
2018,11,570.4260975,477,836217,537.0538043,277,515777,0,0,0,643.4811156,933,1449926,527.4469873,374,709076,566.8229959,73,128788,0,0,0,558.9305538,145,259424,0,0,0
2018,12,563.4060178,629,1116424,512.8085592,176,343208,511.0565111,26,50875,626.4521398,1264,2017712,511.5274584,410,801521,463.3999828,54,116530,527.5948072,33,62548,553.6076767,108,195084,0,0,0
2019,01,561.3659217,436,776677,531.2863157,379,713363,620.9380304,45,72471,648.6155007,990,1526328,530.6195774,319,601184,0,0,0,0,0,0,564.0068316,71,125885,0,0,0
2019,02,591.7950088,288,486655,566.7067446,148,261158,644.273289,44,68294,658.4542916,1385,2103411,486.966593,259,531864,644.5285134,46,71370,0,0,0,591.8922369,153,258493,0,0,0
2019,03,558.6233708,148,264937,481.8778604,191,396366,571.366802,74,129514,663.8958298,745,1122164,462.1499214,275,595045,365.03811,25,68486,0,0,0,529.4877984,102,192639,0,0,0
2019,04,485.3316261,235,484205,374.8213061,129,344164,414.8025244,56,135004,570.5033389,766,1342674,383.0867826,299,780502,498.6799648,34,68180,0,0,0,487.9840487,93,190580,0,0,0
2019,05,443.8012542,253,570075,352.7901186,86,243771,467.1743294,70,149837,578.3538614,685,1184396,391.0379886,216,552376,0,0,0,0,0,0,444.7688342,117,263058,0,0,0
2019,06,476.6370764,402,843409,401.6892276,113,281312,0,0,0,567.5153216,672,1184109,364.5976999,267,732314,250.0646719,29,115970,0,0,0,530.7855626,34,64056,0,0,0
2019,07,492.7090346,262,531754,345.6690232,135,390547,481.5832048,64,132895,577.3448139,789,1366601,354.9995774,189,532395,0,0,0,0,0,0,542.8629039,35,64473,0,0,0
2019,08,442.3316369,443,1001511,364.5218638,244,669370,585.6662372,35,59761,620.7873016,780,1256469,378.3916667,157,414914,222.9807379,13,58301,0,0,0,379.9068065,49,128979,0,0,0
2019,09,460.980461,197,427350,362.1181783,85,234730,573.4571273,42,73240,596.8963646,529,886251,449.143912,273,607823,571.4472309,35,61248,0,0,0,540.9622887,104,192250,0,0,0
2019,10,446.140622,341,764333,391.5913982,107,273244,475.9371763,68,142876,653.501096,497,760519,394.3030747,366,928220,0,0,0,0,0,0,465.0246063,151,324714,0,0,0
2019,11,479.3586793,282,588286,391.3080089,316,807548,513.5007916,72,140214,551.0533999,633,1148709,383.5190182,282,735296,326.0443089,59,180957,0,0,0,420.6143072,80,190198,0,0,0
2019,12,414.9433738,552,1330302,406.4427735,248,610172,518.599501,37,71346,539.9415502,841,1557576,413.7199388,319,771053,386.2264048,71,183830,0,0,0,432.9502981,109,251761,0,0,0
2020,01,467.89038,364,777960,398.1211152,258,648044,502.2788578,108,215020,549.4672118,761,1384978,381.9971962,306,801053,457.7866404,59,128881,0,0,0,499.511005,95,190186,0,0,0
2020,02,424.948562,354,833042,374.7737972,315,840507,515.9185267,148,286867,532.125991,775,1456422,378.9649977,372,981621,0,0,0,0,0,0,449.080469,145,322882,0,0,0
2020,03,467.4342262,393,840760,343.950245,73,212240,496.4307548,108,217553,562.6726089,654,1162310,364.9726271,292,800060,237.3305065,15,63203,0,0,0,413.2953949,104,251636,0,0,0
2020,04,448.8782624,245,545805,400.916478,235,586157,551.6265912,39,70700,576.8425,603,1045346,428.1630121,254,593232,351.2861865,44,125254,0,0,0,513.2476799,61,118851,0,0,6888
2020,05,389.6163745,279,716089,367.3164368,145,394755,0,0,0,605.782153,563,929377,419.3324989,198,472179,381.8402065,29,75948,0,0,0,444.2786957,137,308365,567.3715364,37,65213
2020,06,499.0772457,278,557028,326.3312212,132,404497,355.5950661,48,134985,582.7865334,444,761857,332.1585991,200,602122,356.0331434,44,123584,0,0,0,0,0,0,0,0,0
2020,07,328.0254712,160,487767,325.399332,170,522435,349.6796934,25,71494,505.7792494,333,658390,314.0856965,135,429819,0,0,0,470.9743091,31,65821,395.6156478,51,128913,0,0,0
2020,08,298.0870718,98,328763,333.6164018,66,197832,0,0,0,380.7328826,337,885135,233.7447381,111,474877,0,0,0,0,0,0,128.9564557,9,69791,0,0,0
2020,09,274.6429369,252,917555,308.897037,77,249274,211.6996032,43,203118,279.9360426,229,818044,208.336046,128,614392,0,0,0,472.3456389,32,67747,155.2626267,10,64407,0,0,0
2020,10,269.3783217,207,768436,363.1991827,187,514869,379.3786621,81,213507,257.5616748,345,1339485,235.0380477,165,702014,243.2165387,16,65785,0,0,0,250.01087,46,183992,231.9224716,14,60365
2020,11,317.6198476,280,881557,313.4796238,110,350900,386.8016548,23,59462,319.0706343,440,1379005,271.0339267,160,590332,382.3623878,50,130766,0,0,0,294.586448,56,190097,0,0,0
2020,12,379.0019832,232,612134,385.7674235,327,847661,395.1413015,77,194867,359.338132,482,1341355,316.5905114,298,941279,370.1076396,48,129692,0,0,0,336.9041666,64,189965,0,0,0
2021,01,438.122343,246,561487,465.4471078,284,610166,395.7176929,111,280503,443.7357587,733,1651884,320.1406372,228,712187,410.6793046,100,243499,374.5051182,42,112148,332.2849614,86,258814,0,0,0
2021,02,608.7850277,539,885370,646.029781,812,1256908,387.2895266,21,54223,483.9360129,1008,2082920,387.3693385,192,495651,551.8379418,103,186649,0,0,0,346.0797689,69,199376,0,0,0
2021,03,493.930718,570,1154008,456.7563496,188,411598,591.2313605,122,206349,394.4384183,572,1450163,320.8329865,185,576624,652.3371504,139,213080,0,0,0,345.9124677,63,182127,0,0,0
2021,04,383.2253738,216,563637,410.5267707,190,462820,421.2299916,22,52228,398.7969948,410,1028092,330.5383297,155,468932,0,0,0,0,0,0,387.7710078,101,260463,0,0,0
2021,05,428.8848993,172,401040,420.9147881,198,470404,454.9294859,56,123096,420.3092827,544,1294285,360.3951627,306,849068,0,0,0,0,0,0,422.2543692,108,255770,0,0,0
2021,06,450.3505806,260,577328,462.6787832,401,866692,0,0,0,491.9915283,479,973594,398.628366,181,454057,0,0,0,0,0,0,453.3791695,91,200715,520.0048942,34,65384
2021,07,508.5062629,476,936075,485.6895411,475,977991,507.3803817,76,149789,525.397788,713,1357067,413.1141238,202,488969,513.8993721,32,62269,0,0,0,0,0,0,516.5000838,37,71636
2021,08,541.5174147,418,771905,509.338511,399,783369,0,0,0,561.3785318,735,1309277,472.8054535,201,425122,424.7617641,23,54148,0,0,0,606.2353524,82,135261,0,0,0
2021,09,546.7505929,480,877914,663.8982071,549,826934,0,0,0,581.2213705,606,1042632,407.7211681,198,485626,680.4404305,44,64664,0,0,0,588.2382019,238,404598,0,0,0
2021,10,705.9983486,696,985838,653.5627339,440,673233,0,0,0,683.0756251,842,1232660,613.0119257,328,535063,581.9962938,125,214778,0,0,0,689.2068639,176,255366,0,0,0
2021,11,1103.346449,1097,994248,750.6025965,426,567544,0,0,0,620.6395207,829,1335719,466.4513814,169,362310,676.3611769,42,62097,0,0,0,1021.074208,535,523958,0,0,0
2021,12,913.37458,862,943753,783.5505595,459,585795,566.8105025,31,54692,871.415306,1189,1364447,973.7308042,633,650077,0,0,0,1539.859257,100,64941,870.8848085,167,191759,0,0,0
2022,01,1324.75027,1286,970749,1132.147329,981,866495,1037.529132,134,129153,917.5563087,1460,1591183,1384.822999,1176,849206,542.4590443,70,129042,473.8451819,33,69643,1205.748861,386,320133,2221.465077,163,73375
2022,02,1127.133427,1061,941326,551.7042865,184,333512,643.6416422,47,73022,822.470152,984,1196396,818.2750843,398,486389,654.0412482,45,68803,0,0,0,574.7582681,181,314915,516.813097,31,59983
2022,03,1256.863702,2050,1631044,1129.617754,576,509907,950.3533297,179,188351,836.1390266,1051,1256968,846.1170987,774,914767,1315.940324,264,200617,503.1784103,30,59621,570.525302,109,191052,0,0,0
2022,04,795.4609773,520,653709,578.0862271,188,325211,623.3271001,34,54546,742.5777255,1060,1427460,628.186787,411,654264,520.6720892,37,71062,521.7524745,34,65165,566.6316894,108,190600,0,0,0
2022,05,824.1293813,702,851808,951.1524933,351,369026,546.2988255,32,58576,719.4238398,834,1159261,501.1967552,254,506787,665.5110506,129,193836,0,0,0,599.9118497,147,245036,0,0,0
2022,06,955.1387784,725,759052,718.3070637,228,317413,0,0,0,729.7608318,702,961959,546.597431,270,493965,0,0,0,0,0,0,0,0,0,0,0,0
