"날짜","종가","시가","고가","저가","거래량","변동 %"
"2021- 11- 09","395.32","399.16","399.57","393.92","50.49M","-0.69%"
"2021- 11- 08","398.06","398.57","399.62","397.40","29.26M","-0.14%"
"2021- 11- 05","398.60","400.04","400.99","397.16","43.38M","0.10%"
"2021- 11- 04","398.22","394.48","399.20","393.92","40.27M","1.28%"
"2021- 11- 03","393.18","389.55","393.61","388.48","33.75M","1.06%"
"2021- 11- 02","389.05","386.80","389.54","386.75","25.14M","0.42%"
"2021- 11- 01","387.43","386.56","387.56","384.42","30.77M","0.34%"
"2021- 10- 29","386.11","381.06","386.28","380.70","37.31M","0.49%"
"2021- 10- 28","384.22","381.95","384.48","381.15","38.01M","1.11%"
"2021- 10- 27","380.00","379.58","383.15","379.31","45.76M","0.23%"
"2021- 10- 26","379.12","380.23","382.71","377.90","47.19M","0.31%"
"2021- 10- 25","377.93","375.56","378.87","373.56","32.60M","1.02%"
"2021- 10- 22","374.10","375.98","376.97","372.39","36.28M","-0.84%"
"2021- 10- 21","377.27","374.16","377.47","373.85","25.47M","0.61%"
"2021- 10- 20","374.98","375.94","376.57","373.46","31.39M","-0.13%"
"2021- 10- 19","375.47","373.75","375.52","372.70","29.09M","0.76%"
"2021- 10- 18","372.65","367.61","372.87","366.99","34.51M","1.01%"
"2021- 10- 15","368.94","367.88","369.06","366.82","40.42M","0.63%"
"2021- 10- 14","366.63","363.69","366.85","363.01","43.43M","1.84%"
"2021- 10- 13","360.00","359.51","360.69","357.43","40.12M","0.80%"
"2021- 10- 12","357.14","359.88","360.33","356.48","43.91M","-0.35%"
"2021- 10- 11","358.39","359.58","363.20","358.30","34.85M","-0.77%"
"2021- 10- 08","361.16","364.08","364.32","360.61","41.82M","-0.50%"
"2021- 10- 07","362.97","362.80","365.69","362.25","39.41M","0.92%"
"2021- 10- 06","359.67","354.08","359.95","353.15","56.81M","0.64%"
"2021- 10- 05","357.38","353.71","359.69","353.48","47.23M","1.35%"
"2021- 10- 04","352.62","358.52","358.86","350.32","76.77M","-2.10%"
"2021- 10- 01","360.18","358.60","361.25","354.38","56.38M","0.62%"
"2021- 09- 30","357.96","360.97","362.68","357.10","61.38M","-0.37%"
"2021- 09- 29","359.28","361.17","363.37","358.64","58.08M","-0.16%"
"2021- 09- 28","359.87","365.67","370.30","359.35","97.70M","-2.83%"
"2021- 09- 27","370.35","370.20","371.25","367.73","43.34M","-0.80%"
"2021- 09- 24","373.33","370.65","373.76","370.27","36.06M","0.09%"
"2021- 09- 23","372.98","370.76","374.04","370.10","44.65M","0.92%"
"2021- 09- 22","369.57","367.09","371.07","365.96","46.97M","0.93%"
"2021- 09- 21","366.15","367.58","368.81","364.99","41.93M","0.12%"
"2021- 09- 20","365.70","367.46","369.25","360.93","76.20M","-2.17%"
"2021- 09- 17","373.83","377.82","377.87","372.76","60.91M","-1.18%"
"2021- 09- 16","378.31","376.68","378.90","374.70","35.19M","0.07%"
"2021- 09- 15","378.05","375.73","378.41","373.37","34.10M","0.74%"
"2021- 09- 14","375.26","377.86","378.61","374.28","41.83M","-0.28%"
"2021- 09- 13","376.33","378.99","379.43","374.22","48.74M","-0.07%"
"2021- 09- 10","376.59","381.23","381.97","376.24","40.25M","-0.76%"
"2021- 09- 09","379.47","381.01","382.15","379.22","29.40M","-0.34%"
"2021- 09- 08","380.78","381.93","381.93","378.45","32.95M","-0.35%"
"2021- 09- 07","382.11","381.68","382.78","380.49","23.97M","0.14%"
"2021- 09- 03","381.57","379.22","381.98","379.20","24.62M","0.31%"
"2021- 09- 02","380.40","381.97","382.31","379.15","25.50M","-0.05%"
"2021- 09- 01","380.58","381.04","382.71","380.37","28.14M","0.17%"
"2021- 08- 31","379.95","380.51","380.58","378.36","29.63M","-0.08%"
"2021- 08- 30","380.26","376.85","380.76","376.83","27.30M","1.12%"
"2021- 08- 27","376.04","373.07","376.56","372.57","27.10M","0.97%"
"2021- 08- 26","372.42","373.92","374.62","371.97","29.13M","-0.63%"
"2021- 08- 25","374.80","374.63","375.39","373.86","20.44M","0.11%"
"2021- 08- 24","374.37","373.84","374.99","373.36","21.73M","0.31%"
"2021- 08- 23","373.23","368.80","373.93","368.79","34.03M","1.50%"
"2021- 08- 20","367.73","365.06","368.14","364.74","39.49M","1.04%"
"2021- 08- 19","363.96","360.22","365.68","359.96","48.50M","0.48%"
"2021- 08- 18","362.21","365.18","366.62","361.86","38.54M","-0.96%"
"2021- 08- 17","365.73","366.15","367.15","363.23","44.79M","-0.88%"
"2021- 08- 16","368.98","367.67","369.02","363.70","35.04M","0.04%"
"2021- 08- 13","368.82","367.89","369.16","367.38","19.34M","0.35%"
"2021- 08- 12","367.53","365.69","367.90","364.30","26.00M","0.36%"
"2021- 08- 11","366.21","368.14","368.65","364.84","34.25M","-0.17%"
"2021- 08- 10","366.84","369.26","369.56","365.62","35.13M","-0.51%"
"2021- 08- 09","368.73","368.52","369.27","367.39","25.96M","0.18%"
"2021- 08- 06","368.05","368.37","369.37","366.90","33.33M","-0.44%"
"2021- 08- 05","369.67","368.18","369.91","367.45","21.44M","0.63%"
"2021- 08- 04","367.34","366.77","368.32","365.63","29.60M","0.14%"
"2021- 08- 03","366.81","365.28","366.93","362.00","35.56M","0.61%"
"2021- 08- 02","364.60","366.28","366.88","363.87","27.33M","0.01%"
"2021- 07- 30","364.57","362.44","365.17","362.41","36.48M","-0.52%"
"2021- 07- 29","366.48","365.25","367.68","365.25","25.67M","0.18%"
"2021- 07- 28","365.83","365.60","367.45","363.24","42.07M","0.38%"
"2021- 07- 27","364.43","368.22","368.22","360.16","57.93M","-1.10%"
"2021- 07- 26","368.49","367.49","368.89","366.60","28.44M","0.08%"
"2021- 07- 23","368.20","365.31","368.48","363.92","31.96M","1.17%"
"2021- 07- 22","363.95","361.77","363.96","361.77","30.25M","0.66%"
"2021- 07- 21","361.56","358.35","361.56","358.12","30.26M","0.77%"
"2021- 07- 20","358.79","355.63","360.28","353.80","42.18M","1.16%"
"2021- 07- 19","354.67","354.05","355.18","352.04","64.40M","-0.82%"
"2021- 07- 16","357.60","361.40","362.41","357.24","47.26M","-0.81%"
"2021- 07- 15","360.52","362.98","363.19","358.46","53.39M","-0.70%"
"2021- 07- 14","363.07","364.83","365.49","362.22","35.34M","0.18%"
"2021- 07- 13","362.42","362.03","365.46","361.54","39.72M","0.00%"
"2021- 07- 12","362.42","362.45","362.89","360.83","25.72M","0.39%"
"2021- 07- 09","361.01","358.17","361.50","357.57","35.18M","0.62%"
"2021- 07- 08","358.77","355.74","359.65","354.42","50.89M","-0.60%"
"2021- 07- 07","360.95","362.45","362.76","358.94","35.27M","0.21%"
"2021- 07- 06","360.19","359.26","360.48","356.49","38.84M","0.43%"
"2021- 07- 02","358.64","356.52","358.97","356.28","32.73M","1.15%"
"2021- 07- 01","354.57","354.07","355.09","352.68","29.29M","0.04%"
"2021- 06- 30","354.43","354.83","355.23","353.83","32.72M","-0.16%"
"2021- 06- 29","354.99","353.53","355.02","352.67","29.43M","0.36%"
"2021- 06- 28","353.71","350.78","353.85","350.72","39.13M","1.22%"
"2021- 06- 25","349.46","350.47","350.72","348.84","28.68M","-0.12%"
"2021- 06- 24","349.89","349.73","351.46","349.17","32.58M","0.62%"
"2021- 06- 23","347.74","347.51","348.92","346.88","27.19M","0.05%"
"2021- 06- 22","347.57","344.15","348.03","343.84","28.94M","0.93%"
"2021- 06- 21","344.36","342.43","344.69","340.15","32.99M","0.50%"
"2021- 06- 18","342.63","343.63","344.81","341.86","55.41M","-0.78%"
"2021- 06- 17","345.34","339.97","346.38","339.92","59.72M","1.27%"
"2021- 06- 16","341.01","342.74","343.84","337.45","55.40M","-0.37%"
"2021- 06- 15","342.26","344.15","344.47","341.52","35.96M","-0.65%"
"2021- 06- 14","344.51","341.68","344.52","340.46","27.83M","0.96%"
"2021- 06- 11","341.24","340.36","341.25","339.69","21.22M","0.26%"
"2021- 06- 10","340.35","337.19","340.46","336.73","33.70M","1.04%"
"2021- 06- 09","336.84","338.17","338.97","336.65","21.49M","0.02%"
"2021- 06- 08","336.76","338.39","339.29","335.03","27.28M","0.05%"
"2021- 06- 07","336.60","335.05","336.66","334.34","32.61M","0.30%"
"2021- 06- 04","335.60","331.85","336.06","331.78","38.74M","1.70%"
"2021- 06- 03","330.00","330.55","331.86","328.28","37.06M","-1.04%"
"2021- 06- 02","333.47","333.25","334.34","331.70","22.05M","0.20%"
"2021- 06- 01","332.82","335.30","335.79","331.43","31.15M","-0.33%"
"2021- 05- 28","333.93","334.12","335.57","333.60","29.93M","0.32%"
"2021- 05- 27","332.88","333.67","334.54","332.67","27.93M","-0.37%"
"2021- 05- 26","334.13","333.66","334.61","332.95","25.44M","0.35%"
"2021- 05- 25","332.97","334.07","334.81","331.76","31.28M","0.14%"
"2021- 05- 24","332.51","329.37","333.67","326.90","32.48M","1.68%"
"2021- 05- 21","327.01","330.43","330.86","326.64","50.33M","-0.55%"
"2021- 05- 20","328.83","324.12","329.71","323.89","46.47M","1.93%"
"2021- 05- 19","322.59","316.66","322.90","316.30","66.32M","0.11%"
"2021- 05- 18","322.22","325.39","326.65","321.94","36.53M","-0.68%"
"2021- 05- 17","324.41","324.63","326.37","321.45","39.39M","-0.61%"
"2021- 05- 14","326.39","322.60","327.33","322.08","44.37M","2.21%"
"2021- 05- 13","319.34","319.92","322.40","316.90","69.88M","0.77%"
"2021- 05- 12","316.89","320.23","322.62","316.00","91.16M","-2.59%"
"2021- 05- 11","325.31","319.70","326.13","319.02","71.96M","-0.14%"
"2021- 05- 10","325.76","332.78","332.96","325.55","60.70M","-2.53%"
"2021- 05- 07","334.20","334.37","336.65","331.69","53.32M","0.81%"
"2021- 05- 06","331.51","328.76","331.67","326.45","46.81M","0.75%"
"2021- 05- 05","329.03","332.25","333.14","328.23","46.22M","-0.34%"
"2021- 05- 04","330.14","333.56","333.89","326.21","65.15M","-1.80%"
"2021- 05- 03","336.19","339.23","340.00","335.73","29.73M","-0.53%"
"2021- 04- 30","337.99","337.70","340.26","337.05","38.26M","-0.66%"
"2021- 04- 29","340.22","342.37","342.80","336.90","37.71M","0.36%"
"2021- 04- 28","339.00","339.81","340.85","338.33","33.62M","-0.34%"
"2021- 04- 27","340.15","341.93","342.15","339.17","33.19M","-0.43%"
"2021- 04- 26","341.63","339.67","341.92","338.90","30.81M","0.65%"
"2021- 04- 23","339.42","335.85","340.77","335.85","36.41M","1.26%"
"2021- 04- 22","335.20","338.89","339.90","334.01","45.94M","-1.21%"
"2021- 04- 21","339.29","335.09","339.48","333.97","36.60M","0.86%"
"2021- 04- 20","336.41","338.20","339.52","334.38","38.08M","-0.73%"
"2021- 04- 19","338.88","340.39","341.58","336.90","34.53M","-0.92%"
"2021- 04- 16","342.01","342.15","342.23","340.08","40.86M","0.12%"
"2021- 04- 15","341.61","339.47","342.01","336.22","36.34M","1.52%"
"2021- 04- 14","336.51","340.85","340.98","335.67","42.56M","-1.20%"
"2021- 04- 13","340.60","338.24","341.08","338.02","30.37M","1.17%"
"2021- 04- 12","336.67","336.04","337.10","334.73","25.83M","-0.13%"
"2021- 04- 09","337.11","333.68","337.32","332.92","36.66M","0.61%"
"2021- 04- 08","335.08","334.56","335.27","333.74","29.94M","1.04%"
"2021- 04- 07","331.62","330.33","332.48","329.37","32.05M","0.24%"
"2021- 04- 06","330.82","330.73","332.83","330.02","33.54M","-0.07%"
"2021- 04- 05","331.05","327.13","331.84","324.64","42.17M","2.00%"
"2021- 04- 01","324.57","323.07","324.71","322.81","55.69M","1.70%"
"2021- 03- 31","319.13","316.16","320.74","315.81","55.03M","1.53%"
"2021- 03- 30","314.32","313.89","314.91","311.54","44.64M","-0.50%"
"2021- 03- 29","315.91","315.45","316.99","312.47","54.61M","-0.03%"
"2021- 03- 26","316.00","311.11","316.33","309.67","63.52M","1.50%"
"2021- 03- 25","311.33","309.97","312.89","307.39","78.73M","-0.17%"
"2021- 03- 24","311.87","318.63","318.67","311.72","64.80M","-1.69%"
"2021- 03- 23","317.22","319.73","321.09","316.38","53.46M","-0.44%"
"2021- 03- 22","318.61","315.21","320.74","315.21","56.19M","1.75%"
"2021- 03- 19","313.14","311.87","314.73","309.66","78.45M","0.35%"
"2021- 03- 18","312.04","316.87","317.88","311.57","82.94M","-3.06%"
"2021- 03- 17","321.90","317.45","323.85","315.68","78.26M","0.41%"
"2021- 03- 16","320.58","321.09","324.20","319.10","54.93M","0.55%"
"2021- 03- 15","318.83","315.79","319.00","314.10","43.12M","1.07%"
"2021- 03- 12","315.46","313.86","318.23","311.39","69.32M","-0.81%"
"2021- 03- 11","318.04","315.77","319.86","314.85","53.48M","2.30%"
"2021- 03- 10","310.88","316.16","316.47","310.17","76.80M","-0.29%"
"2021- 03- 09","311.77","307.47","313.73","306.92","80.39M","3.94%"
"2021- 03- 08","299.94","308.12","310.06","299.51","88.41M","-2.83%"
"2021- 03- 05","308.68","306.80","309.61","297.45","121.52M","1.51%"
"2021- 03- 04","304.10","308.78","312.04","300.11","139.13M","-1.64%"
"2021- 03- 03","309.16","317.27","318.24","309.10","86.30M","-2.90%"
"2021- 03- 02","318.40","324.25","324.33","318.14","48.37M","-1.60%"
"2021- 03- 01","323.59","319.27","323.94","317.93","49.16M","3.01%"
"2021- 02- 26","314.14","315.85","319.11","310.88","104.74M","0.42%"
"2021- 02- 25","312.83","321.39","324.03","311.24","110.18M","-3.49%"
"2021- 02- 24","324.13","318.74","324.45","315.96","58.21M","0.82%"
"2021- 02- 23","321.48","317.00","323.20","311.00","97.24M","-0.30%"
"2021- 02- 22","322.44","326.50","327.80","322.23","47.26M","-2.59%"
"2021- 02- 19","331.02","333.86","333.99","329.97","39.16M","-0.44%"
"2021- 02- 18","332.47","330.23","333.87","328.36","32.24M","-0.44%"
"2021- 02- 17","333.93","332.47","335.66","330.17","31.47M","-0.48%"
"2021- 02- 16","335.54","337.27","338.19","334.34","27.08M","-0.27%"
"2021- 02- 12","336.45","333.71","336.62","332.63","20.35M","0.56%"
"2021- 02- 11","334.58","334.33","335.00","332.12","22.05M","0.55%"
"2021- 02- 10","332.75","334.99","335.46","329.50","28.07M","-0.23%"
"2021- 02- 09","333.51","332.62","334.81","332.61","17.60M","-0.02%"
"2021- 02- 08","333.58","333.10","333.74","331.41","20.46M","0.67%"
"2021- 02- 05","331.36","331.22","332.40","329.53","22.73M","0.34%"
"2021- 02- 04","330.24","327.82","330.33","326.46","22.35M","1.18%"
"2021- 02- 03","326.38","329.82","330.20","326.32","24.82M","-0.40%"
"2021- 02- 02","327.68","325.48","328.87","325.31","33.93M","1.63%"
"2021- 02- 01","322.42","318.11","323.54","316.02","35.65M","2.50%"
"2021- 01- 29","314.56","319.58","320.72","312.76","55.26M","-2.10%"
"2021- 01- 28","321.32","320.67","326.42","320.03","42.84M","0.59%"
"2021- 01- 27","319.43","326.26","326.27","317.36","55.26M","-2.79%"
"2021- 01- 26","328.59","328.85","329.76","327.22","25.50M","0.15%"
"2021- 01- 25","328.11","328.91","330.32","321.41","39.08M","0.83%"
"2021- 01- 22","325.42","325.29","326.46","324.71","21.61M","-0.29%"
"2021- 01- 21","326.36","325.15","327.13","323.73","25.32M","0.80%"
"2021- 01- 20","323.77","320.14","324.74","316.51","30.73M","2.33%"
"2021- 01- 19","316.41","314.25","316.93","313.12","24.54M","1.46%"
"2021- 01- 15","311.86","314.13","315.12","310.58","35.12M","-0.79%"
"2021- 01- 14","314.35","316.50","317.53","313.86","23.50M","-0.53%"
"2021- 01- 13","316.04","314.19","316.86","313.57","22.90M","0.68%"
"2021- 01- 12","313.92","314.46","315.58","311.20","29.27M","-0.16%"
"2021- 01- 11","314.42","315.98","317.19","313.75","32.87M","-1.45%"
"2021- 01- 08","319.03","317.34","319.39","315.08","33.96M","1.29%"
"2021- 01- 07","314.98","310.28","315.84","310.25","30.39M","2.42%"
"2021- 01- 06","307.54","307.00","311.88","305.98","52.81M","-1.39%"
"2021- 01- 05","311.86","308.29","312.14","308.29","29.32M","0.82%"
"2021- 01- 04","309.31","315.11","315.29","305.18","45.31M","-1.41%"
"2020- 12- 31","313.74","312.87","314.24","311.76","21.61M","0.25%"
"2020- 12- 30","312.97","314.16","314.49","312.33","18.14M","0.00%"
"2020- 12- 29","312.96","314.05","314.68","312.03","25.87M","0.09%"
"2020- 12- 28","312.68","312.25","313.17","310.36","22.50M","1.01%"
"2020- 12- 24","309.56","308.47","310.02","308.39","16.78M","0.44%"
"2020- 12- 23","308.20","309.81","310.18","308.04","21.20M","-0.50%"
"2020- 12- 22","309.76","309.85","310.71","306.85","26.38M","0.27%"
"2020- 12- 21","308.92","306.46","309.47","303.60","37.10M","-0.37%"
"2020- 12- 18","310.06","311.66","311.98","307.61","41.17M","-0.30%"
"2020- 12- 17","311.00","310.63","311.24","309.39","23.73M","0.65%"
"2020- 12- 16","308.98","307.70","309.79","306.62","25.46M","0.55%"
"2020- 12- 15","307.29","306.37","307.29","304.11","25.79M","1.07%"
"2020- 12- 14","304.04","303.08","306.05","303.01","28.80M","0.73%"
"2020- 12- 11","301.85","300.81","301.98","298.47","26.76M","-0.22%"
"2020- 12- 10","302.52","299.21","303.68","298.09","27.52M","0.40%"
"2020- 12- 09","301.31","308.07","308.36","300.21","48.84M","-2.26%"
"2020- 12- 08","308.29","306.76","308.60","304.95","18.34M","0.34%"
"2020- 12- 07","307.25","305.71","307.63","305.52","20.85M","0.57%"
"2020- 12- 04","305.52","304.33","305.67","303.63","19.33M","0.41%"
"2020- 12- 03","304.28","304.07","305.88","303.53","22.83M","0.14%"
"2020- 12- 02","303.85","302.22","304.20","300.35","23.62M","0.13%"
"2020- 12- 01","303.46","301.87","305.14","300.83","27.64M","1.28%"
"2020- 11- 30","299.62","299.30","299.97","294.78","27.84M","0.20%"
"2020- 11- 27","299.01","298.29","300.17","297.90","17.16M","0.92%"
"2020- 11- 25","296.28","295.44","296.94","294.59","23.33M","0.61%"
"2020- 11- 24","294.47","291.49","294.98","289.63","24.52M","1.41%"
"2020- 11- 23","290.39","291.41","292.75","288.07","26.88M","0.00%"
"2020- 11- 20","290.38","292.30","293.07","290.29","25.91M","-0.68%"
"2020- 11- 19","292.38","289.48","292.70","288.85","22.72M","0.78%"
"2020- 11- 18","290.11","291.70","293.37","290.02","28.07M","-0.74%"
"2020- 11- 17","292.27","293.40","293.74","291.61","21.84M","-0.32%"
"2020- 11- 16","293.20","290.68","293.51","289.99","30.17M","0.78%"
"2020- 11- 13","290.93","290.01","291.57","287.87","24.88M","0.88%"
"2020- 11- 12","288.40","290.72","292.07","287.25","34.52M","-0.47%"
"2020- 11- 11","289.76","285.92","290.25","283.38","36.10M","2.24%"
"2020- 11- 10","283.42","285.26","286.66","280.62","69.02M","-1.79%"
"2020- 11- 09","288.59","297.31","299.14","288.12","86.54M","-2.04%"
"2020- 11- 06","294.61","293.58","295.36","289.83","40.96M","0.07%"
"2020- 11- 05","294.39","293.41","295.39","292.00","52.05M","2.61%"
"2020- 11- 04","286.91","283.56","288.77","281.87","75.73M","4.46%"
"2020- 11- 03","274.65","271.86","276.82","270.84","43.60M","1.73%"
"2020- 11- 02","269.98","271.73","273.52","266.97","39.99M","0.22%"
"2020- 10- 30","269.38","274.38","275.24","267.07","65.94M","-2.54%"
"2020- 10- 29","276.39","273.04","279.49","272.52","43.25M","1.75%"
"2020- 10- 28","271.64","278.13","278.64","271.38","53.41M","-3.90%"
"2020- 10- 27","282.66","281.42","283.51","280.20","30.56M","0.78%"
"2020- 10- 26","280.47","282.32","285.30","276.76","38.42M","-1.50%"
"2020- 10- 23","284.74","284.79","284.91","281.78","24.66M","0.20%"
"2020- 10- 22","284.18","285.05","285.98","280.82","32.20M","0.00%"
"2020- 10- 21","284.19","284.67","287.32","283.69","29.31M","-0.08%"
"2020- 10- 20","284.41","284.56","287.62","282.95","32.20M","0.21%"
"2020- 10- 19","283.80","290.49","291.48","282.79","36.76M","-1.63%"
"2020- 10- 16","288.51","291.80","293.27","288.15","40.57M","-0.55%"
"2020- 10- 15","290.10","287.25","290.71","286.54","42.51M","-0.67%"
"2020- 10- 14","292.06","295.32","296.35","290.26","37.18M","-0.84%"
"2020- 10- 13","294.52","296.34","297.05","293.11","64.24M","0.00%"
"2020- 10- 12","294.53","290.60","297.46","289.47","79.37M","3.09%"
"2020- 10- 09","285.71","283.09","285.79","282.71","30.20M","1.53%"
"2020- 10- 08","281.41","282.32","282.47","280.31","25.44M","0.53%"
"2020- 10- 07","279.92","277.83","280.74","277.28","27.54M","1.73%"
"2020- 10- 06","275.16","279.29","281.19","274.25","49.70M","-1.78%"
"2020- 10- 05","280.16","276.34","280.49","276.23","28.18M","2.13%"
"2020- 10- 02","274.31","276.01","282.24","273.44","75.50M","-2.81%"
"2020- 10- 01","282.25","281.79","282.88","279.84","50.02M","1.59%"
"2020- 09- 30","277.84","276.09","281.09","275.87","49.38M","0.68%"
"2020- 09- 29","275.95","276.72","277.71","275.37","27.18M","-0.45%"
"2020- 09- 28","277.20","276.61","277.20","271.67","58.44M","2.08%"
"2020- 09- 25","271.56","265.82","272.39","264.30","55.24M","2.32%"
"2020- 09- 24","265.39","261.58","268.70","261.22","70.63M","0.47%"
"2020- 09- 23","264.16","272.15","272.34","263.25","48.84M","-3.05%"
"2020- 09- 22","272.48","270.05","273.08","266.54","41.13M","1.86%"
"2020- 09- 21","267.51","262.52","267.65","260.11","57.17M","0.24%"
"2020- 09- 18","266.87","271.62","272.09","262.63","86.25M","-1.28%"
"2020- 09- 17","270.32","267.52","274.40","266.68","81.57M","-1.56%"
"2020- 09- 16","274.61","279.77","280.36","274.25","42.44M","-1.59%"
"2020- 09- 15","279.06","278.90","280.45","275.13","41.85M","1.42%"
"2020- 09- 14","275.16","274.28","277.22","272.96","38.53M","1.74%"
"2020- 09- 11","270.45","274.33","275.22","266.90","71.81M","-0.69%"
"2020- 09- 10","272.34","280.97","282.20","270.56","69.67M","-1.99%"
"2020- 09- 09","277.88","275.54","280.05","273.00","64.84M","2.94%"
"2020- 09- 08","269.95","272.27","278.22","269.66","99.57M","-4.81%"
"2020- 09- 04","283.58","285.76","288.93","271.80","123.96M","-1.33%"
"2020- 09- 03","287.41","298.20","298.62","284.41","110.08M","-5.07%"
"2020- 09- 02","302.76","303.26","303.50","296.89","50.84M","0.95%"
"2020- 09- 01","299.92","297.60","300.04","295.79","36.40M","1.71%"
"2020- 08- 31","294.88","293.16","296.74","292.62","36.32M","0.80%"
"2020- 08- 28","292.53","292.27","293.18","290.93","28.02M","0.51%"
"2020- 08- 27","291.05","293.08","293.85","288.70","49.48M","-0.31%"
"2020- 08- 26","291.96","287.11","292.22","285.83","42.22M","2.13%"
"2020- 08- 25","285.86","282.78","286.06","282.37","34.87M","0.79%"
"2020- 08- 24","283.63","285.06","286.00","281.27","36.42M","0.62%"
"2020- 08- 21","281.87","280.07","282.34","279.46","34.75M","0.69%"
"2020- 08- 20","279.93","275.30","280.43","274.86","27.72M","1.39%"
"2020- 08- 19","276.10","277.93","279.02","275.57","32.00M","-0.67%"
"2020- 08- 18","277.97","276.41","278.46","274.91","23.53M","0.96%"
"2020- 08- 17","275.32","273.91","275.84","272.20","24.80M","1.16%"
"2020- 08- 14","272.16","273.01","273.40","270.72","30.80M","-0.12%"
"2020- 08- 13","272.48","272.64","274.83","271.51","31.90M","0.23%"
"2020- 08- 12","271.86","267.37","272.84","267.37","38.89M","2.52%"
"2020- 08- 11","265.19","269.10","270.44","264.63","43.10M","-1.89%"
"2020- 08- 10","270.31","271.74","271.98","266.67","35.09M","-0.43%"
"2020- 08- 07","271.47","274.04","274.88","269.24","44.97M","-1.15%"
"2020- 08- 06","274.64","270.78","274.98","270.19","28.05M","1.32%"
"2020- 08- 05","271.05","270.82","271.50","270.00","21.69M","0.25%"
"2020- 08- 04","270.38","269.06","270.40","268.11","24.91M","0.37%"
"2020- 08- 03","269.38","268.12","270.13","267.93","32.08M","1.35%"
"2020- 07- 31","265.79","265.83","265.95","260.85","53.76M","1.78%"
"2020- 07- 30","261.13","257.64","261.68","256.57","41.77M","0.52%"
"2020- 07- 29","259.77","258.33","260.66","257.91","27.56M","1.15%"
"2020- 07- 28","256.81","259.31","259.84","256.53","31.30M","-1.27%"
"2020- 07- 27","260.12","257.27","260.51","256.46","36.45M","1.78%"
"2020- 07- 24","255.56","254.12","256.93","251.32","54.05M","-0.95%"
"2020- 07- 23","258.01","264.55","265.22","256.57","51.36M","-2.61%"
"2020- 07- 22","264.93","264.46","265.88","262.58","29.87M","0.35%"
"2020- 07- 21","264.00","268.36","268.36","263.16","43.44M","-1.04%"
"2020- 07- 20","266.78","260.12","267.43","258.79","40.61M","2.84%"
"2020- 07- 17","259.42","259.71","260.31","257.17","35.14M","0.12%"
"2020- 07- 16","259.12","258.00","259.77","255.74","47.59M","-0.68%"
"2020- 07- 15","260.90","261.83","262.68","257.50","54.52M","0.20%"
"2020- 07- 14","260.37","256.11","260.76","252.80","72.23M","0.71%"
"2020- 07- 13","258.54","266.95","269.76","257.75","64.11M","-2.06%"
"2020- 07- 10","263.97","262.00","264.23","259.26","32.89M","0.68%"
"2020- 07- 09","262.18","261.95","262.47","257.68","40.31M","0.84%"
"2020- 07- 08","259.99","258.03","259.99","256.58","30.43M","1.32%"
"2020- 07- 07","256.61","258.10","260.88","256.30","36.58M","-0.69%"
"2020- 07- 06","258.39","255.47","258.92","255.46","34.59M","2.46%"
"2020- 07- 02","252.19","252.97","254.27","251.71","31.96M","0.68%"
"2020- 07- 01","250.49","247.66","251.52","247.08","34.69M","1.17%"
"2020- 06- 30","247.60","242.77","248.16","242.58","38.24M","1.96%"
"2020- 06- 29","242.84","240.03","242.84","237.36","34.38M","1.09%"
"2020- 06- 26","240.22","245.75","245.96","239.68","52.82M","-2.36%"
"2020- 06- 25","246.03","243.80","246.33","241.15","36.94M","0.95%"
"2020- 06- 24","243.71","247.95","249.30","242.17","46.03M","-2.06%"
"2020- 06- 23","248.84","248.29","251.13","247.84","32.77M","0.85%"
"2020- 06- 22","246.74","243.76","246.85","243.39","24.07M","1.02%"
"2020- 06- 19","244.24","246.74","247.00","242.45","49.42M","-0.02%"
"2020- 06- 18","244.28","243.25","244.52","242.74","30.58M","0.27%"
"2020- 06- 17","243.62","244.18","245.47","242.84","34.75M","0.32%"
"2020- 06- 16","242.85","243.72","244.36","239.13","48.89M","1.72%"
"2020- 06- 15","238.75","232.35","239.43","231.53","45.31M","1.22%"
"2020- 06- 12","235.88","239.09","240.40","231.74","72.03M","0.79%"
"2020- 06- 11","234.02","242.16","243.56","233.97","72.92M","-4.95%"
"2020- 06- 10","246.22","245.07","247.80","244.52","58.08M","1.20%"
"2020- 06- 09","243.30","240.56","244.17","240.56","35.05M","0.72%"
"2020- 06- 08","241.55","239.51","241.65","237.93","32.94M","0.78%"
"2020- 06- 05","239.69","236.06","240.30","235.63","47.37M","1.98%"
"2020- 06- 04","235.03","236.37","237.77","233.69","38.72M","-0.70%"
"2020- 06- 03","236.69","236.23","237.47","235.35","36.60M","0.45%"
"2020- 06- 02","235.63","234.39","235.64","232.01","33.38M","0.67%"
"2020- 06- 01","234.06","232.44","234.45","232.04","26.14M","0.30%"
"2020- 05- 29","233.36","230.43","233.60","228.76","50.88M","1.47%"
"2020- 05- 28","229.99","229.25","233.46","229.16","43.01M","-0.13%"
"2020- 05- 27","230.29","228.61","230.37","223.96","55.67M","0.55%"
"2020- 05- 26","229.04","233.37","233.50","228.79","33.06M","-0.27%"
"2020- 05- 22","229.66","228.46","229.87","227.50","28.76M","0.35%"
"2020- 05- 21","228.87","231.36","232.11","228.38","43.64M","-1.09%"
"2020- 05- 20","231.39","229.48","231.76","229.48","37.06M","2.00%"
