"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 02- 01","300.92","294.41","303.43","292.30","66.07M","2.14%"
"2023- 01- 31","294.62","290.31","294.72","290.20","46.10M","1.50%"
"2023- 01- 30","290.27","292.93","294.38","289.89","49.41M","-2.02%"
"2023- 01- 27","296.26","292.00","298.26","291.88","56.44M","1.00%"
"2023- 01- 26","293.34","291.22","293.52","288.52","51.03M","1.95%"
"2023- 01- 25","287.73","283.77","288.36","281.18","50.87M","-0.22%"
"2023- 01- 24","288.37","287.31","289.55","286.78","41.72M","-0.20%"
"2023- 01- 23","288.96","283.54","290.21","282.73","52.42M","2.22%"
"2023- 01- 20","282.68","276.79","283.02","275.71","60.61M","2.74%"
"2023- 01- 19","275.15","276.22","277.38","273.89","43.47M","-0.98%"
"2023- 01- 18","277.88","283.11","284.69","277.67","46.98M","-1.30%"
"2023- 01- 17","281.54","280.77","282.85","279.58","35.88M","0.20%"
"2023- 01- 13","280.97","276.50","281.22","276.16","44.80M","0.69%"
"2023- 01- 12","279.05","278.12","280.10","273.74","60.15M","0.54%"
"2023- 01- 11","277.55","273.92","277.66","273.12","43.46M","1.73%"
"2023- 01- 10","272.83","269.49","272.94","268.97","34.83M","0.85%"
"2023- 01- 09","270.54","270.83","275.29","269.92","45.16M","0.65%"
"2023- 01- 06","268.80","263.35","269.94","260.34","54.66M","2.76%"
"2023- 01- 05","261.58","264.04","264.21","261.26","45.40M","-1.57%"
"2023- 01- 04","265.74","266.64","267.45","262.53","47.07M","0.48%"
"2023- 01- 03","264.48","268.65","270.15","262.13","41.91M","-0.68%"
"2022- 12- 30","266.28","263.62","266.41","262.29","37.86M","-0.06%"
"2022- 12- 29","266.44","262.96","267.40","262.25","45.56M","2.44%"
"2022- 12- 28","260.10","263.17","265.47","259.73","45.51M","-1.32%"
"2022- 12- 27","263.58","266.74","266.85","263.03","37.76M","-1.41%"
"2022- 12- 23","267.36","265.47","268.04","263.53","39.37M","0.22%"
"2022- 12- 22","266.76","270.38","270.51","262.45","59.13M","-2.45%"
"2022- 12- 21","273.45","270.60","274.78","269.74","44.60M","1.45%"
"2022- 12- 20","269.54","268.56","271.32","266.95","49.70M","-0.08%"
"2022- 12- 19","269.75","273.87","273.96","268.49","43.35M","-1.64%"
"2022- 12- 16","274.25","276.20","277.77","272.61","68.30M","-0.95%"
"2022- 12- 15","276.89","282.33","283.01","275.67","59.48M","-3.36%"
"2022- 12- 14","286.51","288.05","291.41","283.19","63.74M","-0.74%"
"2022- 12- 13","288.65","296.65","296.88","285.91","79.70M","1.08%"
"2022- 12- 12","285.58","282.22","285.64","281.16","35.21M","1.26%"
"2022- 12- 09","282.04","282.81","285.64","281.59","47.86M","-0.64%"
"2022- 12- 08","283.85","281.91","284.84","279.79","42.27M","1.18%"
"2022- 12- 07","280.53","280.47","282.57","278.78","44.42M","-0.41%"
"2022- 12- 06","281.68","287.48","287.62","280.26","53.94M","-2.07%"
"2022- 12- 05","287.64","290.38","291.68","286.15","40.12M","-1.68%"
"2022- 12- 02","292.55","288.54","293.45","288.36","53.58M","-0.40%"
"2022- 12- 01","293.72","293.69","295.75","290.88","51.55M","0.12%"
"2022- 11- 30","293.36","280.84","293.47","279.97","74.72M","4.56%"
"2022- 11- 29","280.57","282.94","283.35","279.17","35.62M","-0.76%"
"2022- 11- 28","282.71","284.90","286.96","281.76","38.88M","-1.47%"
"2022- 11- 25","286.92","287.19","287.91","286.42","15.50M","-0.66%"
"2022- 11- 23","288.82","285.97","289.46","285.79","46.39M","1.00%"
"2022- 11- 22","285.95","282.64","286.11","280.46","41.87M","1.44%"
"2022- 11- 21","281.89","283.40","284.58","281.04","40.08M","-1.03%"
"2022- 11- 18","284.82","287.89","287.99","282.32","53.59M","0.00%"
"2022- 11- 17","284.81","280.88","286.32","280.72","55.46M","-0.22%"
"2022- 11- 16","285.44","287.39","289.48","284.60","48.86M","-1.36%"
"2022- 11- 15","289.39","292.21","293.26","285.97","73.99M","1.38%"
"2022- 11- 14","285.44","285.86","289.21","284.44","55.08M","-0.88%"
"2022- 11- 11","287.96","282.56","288.64","281.19","66.96M","1.84%"
"2022- 11- 10","282.75","276.01","283.05","273.85","99.26M","7.38%"
"2022- 11- 09","263.32","267.76","268.56","263.03","64.86M","-2.31%"
"2022- 11- 08","269.54","269.14","272.85","265.52","63.21M","0.73%"
"2022- 11- 07","267.59","265.75","268.14","263.57","47.33M","1.10%"
"2022- 11- 04","264.68","265.53","266.61","259.08","78.31M","1.61%"
"2022- 11- 03","260.49","263.01","264.50","260.10","70.04M","-1.95%"
"2022- 11- 02","265.68","275.08","278.21","265.61","79.80M","-3.43%"
"2022- 11- 01","275.11","281.49","282.07","274.74","45.90M","-1.02%"
"2022- 10- 31","277.95","278.92","279.76","275.99","47.74M","-1.16%"
"2022- 10- 28","281.22","272.23","281.70","272.06","62.65M","3.06%"
"2022- 10- 27","272.87","276.79","278.28","272.34","57.76M","-1.82%"
"2022- 10- 26","277.93","278.46","283.98","277.43","63.90M","-2.21%"
"2022- 10- 25","284.21","279.41","284.60","277.90","59.01M","2.07%"
"2022- 10- 24","278.45","275.69","279.40","271.97","63.96M","1.10%"
"2022- 10- 21","275.42","267.98","275.97","266.82","77.90M","2.34%"
"2022- 10- 20","269.11","269.58","274.84","267.92","60.61M","-0.51%"
"2022- 10- 19","270.49","269.93","273.68","268.07","53.12M","-0.36%"
"2022- 10- 18","271.48","276.53","277.21","268.74","69.78M","0.79%"
"2022- 10- 17","269.35","266.84","270.24","266.74","64.58M","3.30%"
"2022- 10- 14","260.74","271.20","271.81","260.14","77.24M","-3.01%"
"2022- 10- 13","268.82","255.16","270.17","254.26","112.89M","2.35%"
"2022- 10- 12","262.66","263.40","265.36","261.95","50.58M","-0.03%"
"2022- 10- 11","262.75","264.70","267.63","261.03","66.52M","-1.37%"
"2022- 10- 10","266.41","269.30","269.70","263.64","60.39M","-1.00%"
"2022- 10- 07","269.10","275.02","275.15","267.74","71.35M","-3.81%"
"2022- 10- 06","279.76","280.96","284.18","279.43","53.49M","-0.79%"
"2022- 10- 05","281.98","278.28","283.81","275.42","55.77M","-0.05%"
"2022- 10- 04","282.13","278.99","282.85","278.99","66.70M","3.14%"
"2022- 10- 03","273.53","269.07","275.16","267.53","61.27M","2.35%"
"2022- 09- 30","267.26","271.03","275.19","267.10","78.48M","-1.70%"
"2022- 09- 29","271.87","275.86","276.25","268.84","81.22M","-2.88%"
"2022- 09- 28","279.94","274.46","281.25","272.95","79.65M","1.99%"
"2022- 09- 27","274.48","277.81","280.21","272.11","69.78M","0.04%"
"2022- 09- 26","274.37","275.03","279.49","273.56","71.18M","-0.41%"
"2022- 09- 23","275.51","277.55","277.85","272.02","74.82M","-1.63%"
"2022- 09- 22","280.07","282.00","283.03","278.82","62.76M","-1.23%"
"2022- 09- 21","283.56","289.59","293.95","283.42","82.93M","-1.79%"
"2022- 09- 20","288.73","288.49","291.07","286.38","51.27M","-0.80%"
"2022- 09- 19","291.05","286.10","291.21","286.04","52.61M","0.60%"
"2022- 09- 16","289.32","287.72","289.72","285.62","79.92M","-0.61%"
"2022- 09- 15","291.10","294.07","296.53","289.46","65.30M","-1.67%"
"2022- 09- 14","296.03","294.86","296.93","293.06","54.91M","0.79%"
"2022- 09- 13","293.70","301.80","303.02","292.79","79.56M","-5.48%"
"2022- 09- 12","310.74","308.50","311.08","308.18","45.91M","1.19%"
"2022- 09- 09","307.09","302.83","307.60","300.52","56.13M","2.19%"
"2022- 09- 08","300.52","296.85","301.87","295.45","55.65M","0.52%"
"2022- 09- 07","298.97","293.54","299.99","293.27","49.26M","2.02%"
"2022- 09- 06","293.05","295.66","296.60","290.87","57.01M","-0.72%"
"2022- 09- 02","295.17","302.34","303.75","293.52","64.67M","-1.41%"
"2022- 09- 01","299.40","296.72","299.78","292.95","57.99M","0.04%"
"2022- 08- 31","299.27","303.99","304.91","299.16","50.04M","-0.58%"
"2022- 08- 30","301.02","306.10","306.73","298.44","51.18M","-1.11%"
"2022- 08- 29","304.41","304.62","307.22","303.28","48.32M","-0.99%"
"2022- 08- 26","307.44","320.28","321.51","307.35","69.05M","-4.10%"
"2022- 08- 25","320.58","316.83","320.60","315.76","38.10M","1.77%"
"2022- 08- 24","315.01","313.61","316.87","312.99","38.06M","0.29%"
"2022- 08- 23","314.10","314.12","317.00","313.33","39.50M","-0.08%"
"2022- 08- 22","314.36","318.50","318.74","313.53","51.10M","-2.63%"
"2022- 08- 19","322.86","326.17","326.84","322.08","51.77M","-1.95%"
"2022- 08- 18","329.28","328.44","330.49","326.79","41.94M","0.24%"
"2022- 08- 17","328.49","329.07","331.43","326.36","47.84M","-1.14%"
"2022- 08- 16","332.28","332.05","334.42","329.16","41.19M","-0.23%"
"2022- 08- 15","333.06","329.42","333.57","329.40","38.27M","0.81%"
"2022- 08- 12","330.39","326.17","330.58","325.10","40.93M","1.95%"
"2022- 08- 11","324.08","328.30","330.36","323.36","45.90M","-0.57%"
"2022- 08- 10","325.93","324.59","326.23","322.06","51.46M","2.79%"
"2022- 08- 09","317.08","318.77","319.03","315.42","39.76M","-1.13%"
"2022- 08- 08","320.71","322.69","326.47","319.21","44.07M","-0.32%"
"2022- 08- 05","321.75","319.19","323.83","318.39","53.89M","-0.82%"
"2022- 08- 04","324.40","322.97","324.72","320.77","38.97M","0.47%"
"2022- 08- 03","322.89","316.05","323.73","315.99","53.74M","2.72%"
"2022- 08- 02","314.33","312.92","318.55","311.84","48.68M","-0.30%"
"2022- 08- 01","315.27","313.65","318.81","312.53","46.36M","-0.06%"
"2022- 07- 29","315.46","311.39","316.39","309.93","57.50M","1.82%"
"2022- 07- 28","309.81","306.59","310.40","302.74","55.14M","0.98%"
"2022- 07- 27","306.81","299.04","308.54","298.46","69.30M","4.23%"
"2022- 07- 26","294.37","298.53","298.79","293.54","50.07M","-1.96%"
"2022- 07- 25","300.27","302.02","302.50","298.22","40.58M","-0.57%"
"2022- 07- 22","301.99","306.43","308.55","300.11","57.13M","-1.75%"
"2022- 07- 21","307.38","303.50","307.43","300.78","55.05M","1.44%"
"2022- 07- 20","303.03","298.73","304.24","297.93","67.77M","1.59%"
"2022- 07- 19","298.30","293.11","298.60","291.47","55.17M","3.08%"
"2022- 07- 18","289.40","294.72","296.16","288.20","59.52M","-0.85%"
"2022- 07- 15","291.87","289.73","291.98","288.08","63.82M","1.81%"
"2022- 07- 14","286.67","282.99","287.56","279.80","63.74M","0.36%"
"2022- 07- 13","285.65","280.60","288.05","280.02","73.94M","-0.21%"
"2022- 07- 12","286.24","290.32","292.28","284.61","55.80M","-0.97%"
"2022- 07- 11","289.04","292.88","293.11","288.14","55.27M","-2.14%"
"2022- 07- 08","295.35","292.08","296.75","291.12","59.90M","0.13%"
"2022- 07- 07","294.98","289.63","295.70","289.63","56.62M","2.14%"
"2022- 07- 06","288.80","287.35","290.95","285.59","63.19M","0.64%"
"2022- 07- 05","286.96","278.31","287.08","276.75","61.83M","1.71%"
"2022- 07- 01","282.13","278.95","282.53","277.03","56.68M","0.66%"
"2022- 06- 30","280.28","280.75","283.94","275.78","79.31M","-1.24%"
"2022- 06- 29","283.80","283.40","285.34","280.84","57.30M","0.09%"
"2022- 06- 28","283.54","293.00","295.65","283.35","61.87M","-3.05%"
"2022- 06- 27","292.45","296.00","296.58","291.29","54.15M","-0.73%"
"2022- 06- 24","294.61","287.74","295.04","287.50","58.42M","3.43%"
"2022- 06- 23","284.85","283.21","285.72","280.31","57.46M","1.49%"
"2022- 06- 22","280.67","278.52","285.18","277.91","67.47M","-0.15%"
"2022- 06- 21","281.08","278.75","283.45","278.64","51.63M","2.33%"
"2022- 06- 17","274.69","272.18","277.19","270.51","82.70M","1.22%"
"2022- 06- 16","271.39","275.59","276.06","269.28","81.91M","-4.03%"
"2022- 06- 15","282.80","279.42","286.83","276.61","86.05M","2.50%"
"2022- 06- 14","275.91","277.66","278.66","273.34","64.70M","0.18%"
"2022- 06- 13","275.41","279.75","282.34","274.53","94.44M","-4.65%"
"2022- 06- 10","288.84","293.65","294.87","288.38","85.96M","-3.53%"
"2022- 06- 09","299.40","305.91","309.05","299.23","55.90M","-2.68%"
"2022- 06- 08","307.64","309.05","311.72","306.77","38.34M","-0.72%"
"2022- 06- 07","309.87","303.81","310.67","302.69","44.90M","0.86%"
"2022- 06- 06","307.22","310.75","312.35","305.62","51.79M","0.33%"
"2022- 06- 03","306.20","309.03","310.47","304.92","60.91M","-2.60%"
"2022- 06- 02","314.38","304.85","314.56","303.40","59.29M","2.74%"
"2022- 06- 01","306.00","310.47","312.65","303.73","65.34M","-0.74%"
"2022- 05- 31","308.28","309.07","311.33","304.33","60.97M","-0.27%"
"2022- 05- 27","309.10","302.54","309.25","302.42","66.99M","3.26%"
"2022- 05- 26","299.33","290.44","300.92","290.15","59.46M","2.77%"
"2022- 05- 25","291.26","285.71","293.39","285.50","67.14M","1.40%"
"2022- 05- 24","287.24","288.13","288.86","282.25","73.49M","-2.13%"
"2022- 05- 23","293.48","289.75","293.87","287.29","63.65M","1.66%"
"2022- 05- 20","288.68","293.13","293.80","280.21","91.76M","-0.31%"
"2022- 05- 19","289.58","289.29","294.39","287.58","79.92M","-0.54%"
"2022- 05- 18","291.14","301.54","302.25","289.85","79.48M","-4.91%"
"2022- 05- 17","306.17","304.45","306.56","300.55","62.72M","2.59%"
"2022- 05- 16","298.44","300.15","302.26","297.13","59.19M","-1.16%"
"2022- 05- 13","301.94","295.72","303.00","294.08","83.68M","3.71%"
"2022- 05- 12","291.15","287.45","295.75","284.94","120.91M","-0.24%"
"2022- 05- 11","291.84","298.44","304.09","290.95","140.33M","-2.97%"
"2022- 05- 10","300.76","304.51","305.76","296.57","124.12M","1.21%"
"2022- 05- 09","297.15","303.48","309.35","295.72","113.39M","-3.91%"
"2022- 05- 06","309.25","310.95","315.09","305.11","139.57M","-1.20%"
"2022- 05- 05","313.00","325.17","325.25","309.62","154.61M","-5.04%"
"2022- 05- 04","329.60","319.31","330.29","313.89","116.08M","3.38%"
"2022- 05- 03","318.82","318.50","321.17","315.98","78.19M","0.11%"
"2022- 05- 02","318.48","312.83","318.72","309.64","115.51M","1.67%"
"2022- 04- 29","313.25","323.70","327.23","312.60","91.98M","-4.50%"
"2022- 04- 28","328.01","321.85","329.89","317.52","99.45M","3.55%"
"2022- 04- 27","316.76","317.24","322.88","315.00","111.20M","-0.12%"
"2022- 04- 26","317.14","327.47","327.66","316.86","105.82M","-3.77%"
"2022- 04- 25","329.58","323.73","329.90","322.43","101.76M","1.28%"
"2022- 04- 22","325.40","334.31","335.56","324.96","82.56M","-2.62%"
"2022- 04- 21","334.15","345.19","347.87","333.20","75.80M","-2.07%"
"2022- 04- 20","341.21","347.09","347.56","339.96","65.50M","-1.46%"
"2022- 04- 19","346.26","338.03","346.85","336.98","56.52M","2.24%"
"2022- 04- 18","338.69","337.35","341.04","335.79","58.56M","0.08%"
"2022- 04- 14","338.43","346.44","346.97","338.21","73.52M","-2.29%"
"2022- 04- 13","346.35","339.80","347.43","339.06","61.37M","2.03%"
"2022- 04- 12","339.45","345.76","347.69","338.04","72.79M","-0.42%"
"2022- 04- 11","340.89","344.81","345.75","340.54","66.11M","-2.37%"
"2022- 04- 08","349.15","352.32","353.09","348.50","61.96M","-1.40%"
"2022- 04- 07","354.10","352.24","356.35","348.69","63.78M","0.24%"
"2022- 04- 06","353.26","355.65","356.78","350.56","90.08M","-2.17%"
"2022- 04- 05","361.10","367.81","368.54","359.93","62.74M","-2.22%"
"2022- 04- 04","369.30","362.71","369.31","362.44","45.95M","2.06%"
"2022- 04- 01","361.85","362.81","363.61","358.59","54.53M","-0.19%"
"2022- 03- 31","362.54","367.24","367.60","361.68","67.01M","-1.24%"
"2022- 03- 30","367.09","369.27","370.98","365.57","68.76M","-1.10%"
"2022- 03- 29","371.19","368.90","371.83","366.06","68.07M","1.72%"
"2022- 03- 28","364.91","359.34","365.01","358.07","56.83M","1.55%"
"2022- 03- 25","359.35","359.59","360.67","354.94","57.58M","-0.08%"
"2022- 03- 24","359.65","353.80","359.70","351.59","53.56M","2.22%"
"2022- 03- 23","351.83","354.01","357.66","351.77","70.62M","-1.44%"
"2022- 03- 22","356.96","350.59","357.85","350.20","63.35M","1.97%"
"2022- 03- 21","350.08","350.20","352.48","345.58","73.80M","-0.40%"
"2022- 03- 18","351.49","342.74","351.79","341.55","85.45M","2.05%"
"2022- 03- 17","344.44","338.37","344.50","337.04","67.81M","1.21%"
"2022- 03- 16","340.32","332.17","340.44","328.40","105.24M","3.71%"
"2022- 03- 15","328.15","320.88","328.95","319.23","76.47M","3.14%"
"2022- 03- 14","318.17","323.13","326.59","317.45","79.80M","-1.92%"
"2022- 03- 11","324.40","334.32","334.64","323.90","66.23M","-2.07%"
"2022- 03- 10","331.27","330.82","332.51","326.71","69.36M","-1.11%"
"2022- 03- 09","334.99","331.75","336.38","329.09","64.72M","3.60%"
"2022- 03- 08","323.35","324.05","333.21","319.94","116.15M","-0.46%"
"2022- 03- 07","324.86","337.29","338.48","324.65","89.93M","-3.69%"
"2022- 03- 04","337.30","339.84","341.31","334.92","77.01M","-1.45%"
"2022- 03- 03","342.26","349.93","350.04","340.35","71.09M","-1.43%"
"2022- 03- 02","347.22","343.08","348.59","340.24","70.61M","1.68%"
"2022- 03- 01","341.49","345.75","348.08","338.90","67.41M","-1.53%"
"2022- 02- 28","346.80","342.51","348.54","341.32","77.52M","0.30%"
"2022- 02- 25","345.77","341.31","345.98","337.39","78.84M","1.55%"
"2022- 02- 24","340.49","318.84","341.04","318.26","130.61M","3.36%"
"2022- 02- 23","329.42","341.32","342.18","329.10","86.22M","-2.56%"
"2022- 02- 22","338.08","338.49","344.04","334.35","85.97M","-1.00%"
"2022- 02- 18","341.51","346.41","346.81","339.14","80.00M","-1.14%"
"2022- 02- 17","345.45","352.74","353.46","345.02","61.80M","-2.97%"
"2022- 02- 16","356.04","353.82","357.09","350.71","58.95M","-0.03%"
"2022- 02- 15","356.13","352.91","356.37","351.82","55.39M","2.49%"
"2022- 02- 14","347.49","346.49","350.98","343.89","80.25M","0.12%"
"2022- 02- 11","347.06","358.43","360.07","345.80","101.57M","-3.17%"
"2022- 02- 10","358.43","359.52","366.49","356.54","112.47M","-2.26%"
"2022- 02- 09","366.73","363.76","366.81","362.12","55.77M","2.12%"
"2022- 02- 08","359.12","353.96","360.24","352.80","64.72M","1.12%"
"2022- 02- 07","355.13","358.62","361.05","353.84","58.20M","-0.80%"
"2022- 02- 04","358.01","354.08","361.40","351.97","86.32M","1.26%"
"2022- 02- 03","353.55","358.53","361.93","352.46","95.38M","-4.05%"
"2022- 02- 02","368.49","369.76","370.10","364.29","78.78M","0.81%"
"2022- 02- 01","365.52","364.43","366.19","359.14","74.43M","0.68%"
"2022- 01- 31","363.05","353.20","363.65","351.52","94.33M","3.20%"
"2022- 01- 28","351.80","343.03","352.02","337.95","108.17M","3.14%"
"2022- 01- 27","341.10","349.40","351.27","340.05","95.26M","-1.01%"
"2022- 01- 26","344.57","352.91","356.88","340.78","146.56M","-0.16%"
"2022- 01- 25","345.11","346.67","351.03","341.68","124.40M","-2.32%"
"2022- 01- 24","353.30","345.90","353.98","334.15","199.45M","0.46%"
"2022- 01- 21","351.69","359.47","362.18","351.40","143.39M","-2.77%"
"2022- 01- 20","361.72","369.79","373.87","361.17","88.61M","-1.30%"
"2022- 01- 19","366.48","372.15","374.69","366.21","81.79M","-1.10%"
"2022- 01- 18","370.55","374.04","376.22","369.77","75.81M","-2.49%"
"2022- 01- 14","380.01","375.07","380.35","374.86","80.12M","0.62%"
"2022- 01- 13","377.66","388.77","389.47","376.70","77.99M","-2.50%"
"2022- 01- 12","387.35","388.46","390.20","385.01","54.58M","0.40%"
"2022- 01- 11","385.82","379.36","385.99","377.22","68.30M","1.50%"
"2022- 01- 10","380.11","374.82","380.64","369.31","91.77M","0.07%"
"2022- 01- 07","379.86","384.03","385.76","378.04","72.65M","-1.08%"
"2022- 01- 06","384.02","382.42","387.35","380.13","70.81M","-0.07%"
"2022- 01- 05","384.29","394.74","395.89","384.03","75.74M","-3.07%"
"2022- 01- 04","396.47","402.24","402.28","393.29","58.03M","-1.30%"
"2022- 01- 03","401.68","399.05","401.94","396.88","40.58M","0.96%"
"2021- 12- 31","397.85","399.66","401.06","397.34","34.75M","-0.62%"
"2021- 12- 30","400.35","401.33","403.57","399.75","23.85M","-0.30%"
"2021- 12- 29","401.55","401.75","403.05","399.11","32.25M","-0.01%"
"2021- 12- 28","401.61","404.40","404.58","400.71","33.11M","-0.46%"
"2021- 12- 27","403.48","398.25","403.48","398.22","32.82M","1.65%"
"2021- 12- 23","396.92","394.31","398.42","394.14","29.60M","0.75%"
"2021- 12- 22","393.95","388.91","394.16","388.23","37.04M","1.22%"
"2021- 12- 21","389.21","384.05","389.53","380.20","48.90M","2.24%"
"2021- 12- 20","380.69","379.57","381.50","377.47","65.34M","-1.10%"
"2021- 12- 17","384.91","383.33","389.19","381.77","81.64M","-0.50%"
"2021- 12- 16","386.84","398.04","398.48","385.21","82.59M","-2.57%"
"2021- 12- 15","397.05","387.94","397.42","383.88","73.86M","2.28%"
"2021- 12- 14","388.20","387.30","390.09","383.63","75.20M","-1.04%"
"2021- 12- 13","392.26","398.00","398.33","391.88","50.17M","-1.44%"
"2021- 12- 10","398.01","396.62","398.28","393.36","52.55M","1.09%"
"2021- 12- 09","393.73","398.35","400.20","393.53","49.97M","-1.47%"
"2021- 12- 08","399.61","398.17","399.82","396.22","39.20M","0.45%"
"2021- 12- 07","397.83","393.03","398.46","392.99","56.01M","3.01%"
"2021- 12- 06","386.20","383.63","387.60","379.30","67.59M","0.80%"
"2021- 12- 03","383.13","391.31","392.34","378.90","105.35M","-1.74%"
"2021- 12- 02","389.91","385.80","391.74","384.34","84.42M","0.72%"
"2021- 12- 01","387.12","398.28","400.48","386.64","78.38M","-1.70%"
"2021- 11- 30","393.82","398.78","401.19","391.75","81.33M","-1.47%"
"2021- 11- 29","399.69","395.89","400.73","395.14","54.45M","2.17%"
"2021- 11- 26","391.20","396.11","397.54","389.77","51.53M","-1.90%"
"2021- 11- 24","398.76","394.93","399.05","392.54","46.95M","0.32%"
"2021- 11- 23","397.48","398.11","400.23","392.92","70.10M","-0.46%"
"2021- 11- 22","399.30","405.57","408.71","399.19","61.72M","-1.16%"
"2021- 11- 19","403.99","403.43","405.30","402.58","45.19M","0.56%"
"2021- 11- 18","401.75","399.73","402.27","397.45","45.72M","1.04%"
"2021- 11- 17","397.63","397.75","399.72","396.64","28.70M","0.05%"
"2021- 11- 16","397.42","393.86","397.93","393.66","27.87M","0.71%"
"2021- 11- 15","394.61","395.91","396.24","392.10","33.72M","-0.02%"
"2021- 11- 12","394.70","391.77","395.25","390.13","34.73M","1.05%"
"2021- 11- 11","390.59","392.57","392.75","390.24","32.24M","0.28%"
"2021- 11- 10","389.51","392.47","395.36","387.53","54.94M","-1.47%"
