날짜,편입비중_삼성전자,편입비중_삼성바이오로직스,편입비중_SK하이닉스,편입비중_LG화학,편입비중_삼성SDI,지수,설정좌수,환매좌수,총좌수,iNAV,AUM,매매내역_삼성전자,매매내역_삼성바이오로직스,매매내역_SK하이닉스,매매내역_LG화학,매매내역_삼성SDI,주식잔고_삼성전자,주식잔고_삼성바이오로직스,주식잔고_SK하이닉스,주식잔고_LG화학,주식잔고_삼성SDI
2020-06-19,0.6985318729308061,0.040704658111524836,0.1339906139052206,0.07026450740780937,0.056508347644639065,1.0241663998125163,50000,50000,7000000,10241.663998125163,71691647986.87614,0.0,0.0,0.0,0.0,0.0,946671,3686,112482,9838,10522
2020-06-22,0.6967923212653502,0.04089351513338997,0.13517415202788297,0.0704670383852915,0.05667297318808544,1.0092553640905089,100000,50000,7050000,10092.55364090509,71152503168.38087,6762.0,26.0,803.0,70.0,75.0,953433,3712,113285,9908,10597
2020-06-23,0.6949928123399536,0.041732364160119266,0.13511362349480535,0.07082445161232066,0.05733674839280111,1.0001931701239548,50000,0,7100000,10001.931701239548,71013715078.80078,6761.0,26.0,804.0,71.0,75.0,960194,3738,114089,9979,10672
2020-06-24,0.6973153460526155,0.04154692199871985,0.1346970093789799,0.07069012384235529,0.055750598727329466,1.0259531465981202,50000,50000,7100000,10259.531465981203,72842673408.46654,0.0,0.0,0.0,0.0,0.0,960194,3738,114089,9979,10672
2020-06-25,0.6980347171503827,0.042184098906752926,0.13471724443770333,0.06975023911099765,0.055313700394163376,1.0055216214389333,50000,50000,7100000,10055.216214389333,71392035122.16426,0.0,0.0,0.0,0.0,0.0,960194,3738,114089,9979,10672
2020-06-26,0.7032702316998334,0.041130242279364695,0.13263292275161032,0.06870181989856758,0.05426478337062406,1.0249579608242871,50000,50000,7100000,10249.579608242871,72772015218.52438,0.0,0.0,0.0,0.0,0.0,960194,3738,114089,9979,10672
2020-06-29,0.7036146140481526,0.04051358581770251,0.1333815600869073,0.06831117416385626,0.05417906588338132,1.0071577862128964,200000,150000,7150000,10071.577862128965,72011781714.22209,6762.0,27.0,803.0,70.0,76.0,966956,3765,114892,10049,10748
2020-06-30,0.7036985152364191,0.03974988236482645,0.13476224070692705,0.06794026145129105,0.05384910024053632,1.01472501463148,200000,50000,7300000,10147.250146314798,74074926068.09802,20286.0,79.0,2411.0,211.0,225.0,987242,3844,117303,10260,10973
2020-07-01,0.7026864090948006,0.03866116898485438,0.13539754565337386,0.06823934062467403,0.055015535642297074,1.0123373704024954,150000,100000,7350000,10123.373704024954,74406796724.58342,6762.0,26.0,803.0,70.0,75.0,994004,3870,118106,10330,11048
2020-07-02,0.7031080100179088,0.04020408706189169,0.13328914169279252,0.06851466521601293,0.05488409601139403,1.017500673098029,100000,50000,7400000,10175.006730980289,75295049809.25414,6762.0,26.0,804.0,70.0,75.0,1000766,3896,118910,10400,11123
2020-07-03,0.7032423990131073,0.03892926237666573,0.13313249742299807,0.06913272987075438,0.05556311131647459,1.0307677487335487,100000,50000,7450000,10307.677487335486,76792197280.64937,6762.0,27.0,803.0,71.0,75.0,1007528,3923,119713,10471,11198
2020-07-06,0.7076426355652266,0.037333973609789024,0.13147273702872606,0.06806197922376102,0.055488674572497385,1.0511138942785268,50000,50000,7450000,10511.138942785268,78307985123.75024,0.0,0.0,0.0,0.0,0.0,1007528,3923,119713,10471,11198
2020-07-07,0.7019405913608588,0.03799098397484784,0.13244662730397633,0.07049272379683527,0.05712907356348169,1.028826112585696,100000,100000,7450000,10288.26112585696,76647545387.63435,0.0,0.0,0.0,0.0,0.0,1007528,3923,119713,10471,11198
