code,country,rdate,cliaa
HUN,Hungary,2014-03-01,100.2572
HUN,Hungary,2014-04-01,100.3203
HUN,Hungary,2014-05-01,100.2946
HUN,Hungary,2014-06-01,100.2018
HUN,Hungary,2014-07-01,100.0786
HUN,Hungary,2014-08-01,99.95329
HUN,Hungary,2014-09-01,99.8539
HUN,Hungary,2014-10-01,99.79185
HUN,Hungary,2014-11-01,99.76764
HUN,Hungary,2014-12-01,99.7855
HUN,Hungary,2015-01-01,99.83895
HUN,Hungary,2015-02-01,99.9305
HUN,Hungary,2015-03-01,100.044
HUN,Hungary,2015-04-01,100.1516
HUN,Hungary,2015-05-01,100.2374
HUN,Hungary,2015-06-01,100.3157
HUN,Hungary,2015-07-01,100.3816
HUN,Hungary,2015-08-01,100.4221
HUN,Hungary,2015-09-01,100.4327
HUN,Hungary,2015-10-01,100.4004
HUN,Hungary,2015-11-01,100.3366
HUN,Hungary,2015-12-01,100.2542
HUN,Hungary,2016-01-01,100.195
HUN,Hungary,2016-02-01,100.1912
HUN,Hungary,2016-03-01,100.2452
HUN,Hungary,2016-04-01,100.3268
HUN,Hungary,2016-05-01,100.3937
HUN,Hungary,2016-06-01,100.4109
HUN,Hungary,2016-07-01,100.3809
HUN,Hungary,2016-08-01,100.3479
HUN,Hungary,2016-09-01,100.3677
HUN,Hungary,2016-10-01,100.4675
HUN,Hungary,2016-11-01,100.6393
HUN,Hungary,2016-12-01,100.838
HUN,Hungary,2017-01-01,100.9944
HUN,Hungary,2017-02-01,101.0718
HUN,Hungary,2017-03-01,101.0715
HUN,Hungary,2017-04-01,101.0239
HUN,Hungary,2017-05-01,100.9788
HUN,Hungary,2017-06-01,100.9597
HUN,Hungary,2017-07-01,100.9778
HUN,Hungary,2017-08-01,101.0353
HUN,Hungary,2017-09-01,101.1044
HUN,Hungary,2017-10-01,101.1597
HUN,Hungary,2017-11-01,101.2074
HUN,Hungary,2017-12-01,101.2642
HUN,Hungary,2018-01-01,101.3213
HUN,Hungary,2018-02-01,101.3599
HUN,Hungary,2018-03-01,101.3691
HUN,Hungary,2018-04-01,101.3559
HUN,Hungary,2018-05-01,101.3185
HUN,Hungary,2018-06-01,101.2575
HUN,Hungary,2018-07-01,101.1602
HUN,Hungary,2018-08-01,101.0463
HUN,Hungary,2018-09-01,100.9347
HUN,Hungary,2018-10-01,100.8495
HUN,Hungary,2018-11-01,100.8027
HUN,Hungary,2018-12-01,100.7862
HUN,Hungary,2019-01-01,100.7718
HUN,Hungary,2019-02-01,100.7218
HUN,Hungary,2019-03-01,100.6099
HUN,Hungary,2019-04-01,100.433
HUN,Hungary,2019-05-01,100.2233
HUN,Hungary,2019-06-01,100.0022
HUN,Hungary,2019-07-01,99.8132
HUN,Hungary,2019-08-01,99.67106
HUN,Hungary,2019-09-01,99.58919
HUN,Hungary,2019-10-01,99.55364
HUN,Hungary,2019-11-01,99.5287
HUN,Hungary,2019-12-01,99.47696
HUN,Hungary,2020-01-01,99.38919
HUN,Hungary,2020-02-01,99.25985
HUN,Hungary,2020-03-01,98.75843
HUN,Hungary,2020-04-01,90.93269
HUN,Hungary,2020-05-01,91.91631
HUN,Hungary,2020-06-01,95.03291
HUN,Hungary,2020-07-01,95.42587
HUN,Hungary,2020-08-01,95.84592
HUN,Hungary,2020-09-01,95.91567
HUN,Hungary,2020-10-01,96.05768
HUN,Hungary,2020-11-01,96.26121
HUN,Hungary,2020-12-01,96.5129
HUN,Hungary,2021-01-01,96.78697
HUN,Hungary,2021-02-01,97.06707
HUN,Hungary,2021-03-01,97.33587
HUN,Hungary,2021-04-01,97.58672
HUN,Hungary,2021-05-01,97.82273
HUN,Hungary,2021-06-01,98.02992
HUN,Hungary,2021-07-01,98.20631
HUN,Hungary,2021-08-01,98.34827
HUN,Hungary,2021-09-01,98.45939
HUN,Hungary,2021-10-01,98.54182
HUN,Hungary,2021-11-01,98.58142
HUN,Hungary,2021-12-01,98.56994
HUN,Hungary,2022-01-01,98.49621
HUN,Hungary,2022-02-01,98.36124
HUN,Hungary,2022-03-01,98.16793
HUN,Hungary,2022-04-01,97.94953
HUN,Hungary,2022-05-01,97.73246
HUN,Hungary,2022-06-01,97.53117
HUN,Hungary,2022-07-01,97.35271
HUN,Hungary,2022-08-01,97.19658
HUN,Hungary,2022-09-01,97.06566
IRL,Ireland,1999-08-01,100.7765
IRL,Ireland,1999-09-01,101.3181
IRL,Ireland,1999-10-01,101.9042
IRL,Ireland,1999-11-01,102.4996
IRL,Ireland,1999-12-01,103.0899
IRL,Ireland,2000-01-01,103.651
IRL,Ireland,2000-02-01,104.1829
IRL,Ireland,2000-03-01,104.6455
IRL,Ireland,2000-04-01,105.015
IRL,Ireland,2000-05-01,105.2659
IRL,Ireland,2000-06-01,105.3749
IRL,Ireland,2000-07-01,105.3547
IRL,Ireland,2000-08-01,105.1919
IRL,Ireland,2000-09-01,104.844
IRL,Ireland,2000-10-01,104.287
IRL,Ireland,2000-11-01,103.6043
IRL,Ireland,2000-12-01,102.9008
IRL,Ireland,2001-01-01,102.3093
IRL,Ireland,2001-02-01,101.916
IRL,Ireland,2001-03-01,101.7049
IRL,Ireland,2001-04-01,101.6519
IRL,Ireland,2001-05-01,101.6363
IRL,Ireland,2001-06-01,101.5597
IRL,Ireland,2001-07-01,101.3731
IRL,Ireland,2001-08-01,101.1052
IRL,Ireland,2001-09-01,100.8091
IRL,Ireland,2001-10-01,100.591
IRL,Ireland,2001-11-01,100.4397
IRL,Ireland,2001-12-01,100.2997
IRL,Ireland,2002-01-01,100.1413
IRL,Ireland,2002-02-01,99.93865
IRL,Ireland,2002-03-01,99.69352
IRL,Ireland,2002-04-01,99.40546
IRL,Ireland,2002-05-01,99.09468
IRL,Ireland,2002-06-01,98.78194
IRL,Ireland,2002-07-01,98.51459
IRL,Ireland,2002-08-01,98.30103
IRL,Ireland,2002-09-01,98.10669
IRL,Ireland,2002-10-01,97.87804
IRL,Ireland,2002-11-01,97.58412
IRL,Ireland,2002-12-01,97.20367
IRL,Ireland,2003-01-01,96.76715
IRL,Ireland,2003-02-01,96.33537
IRL,Ireland,2003-03-01,95.96365
IRL,Ireland,2003-04-01,95.69028
IRL,Ireland,2003-05-01,95.49962
IRL,Ireland,2003-06-01,95.41245
IRL,Ireland,2003-07-01,95.41888
IRL,Ireland,2003-08-01,95.48959
IRL,Ireland,2003-09-01,95.589
IRL,Ireland,2003-10-01,95.69396
IRL,Ireland,2003-11-01,95.78693
IRL,Ireland,2003-12-01,95.90714
IRL,Ireland,2004-01-01,96.08341
IRL,Ireland,2004-02-01,96.28827
IRL,Ireland,2004-03-01,96.49437
IRL,Ireland,2004-04-01,96.69327
IRL,Ireland,2004-05-01,96.89189
IRL,Ireland,2004-06-01,97.07362
IRL,Ireland,2004-07-01,97.20628
IRL,Ireland,2004-08-01,97.2892
IRL,Ireland,2004-09-01,97.3448
IRL,Ireland,2004-10-01,97.40348
IRL,Ireland,2004-11-01,97.51076
IRL,Ireland,2004-12-01,97.7096
IRL,Ireland,2005-01-01,97.97684
IRL,Ireland,2005-02-01,98.27734
IRL,Ireland,2005-03-01,98.57011
IRL,Ireland,2005-04-01,98.86684
IRL,Ireland,2005-05-01,99.15649
IRL,Ireland,2005-06-01,99.46461
IRL,Ireland,2005-07-01,99.78796
IRL,Ireland,2005-08-01,100.1601
IRL,Ireland,2005-09-01,100.5877
IRL,Ireland,2005-10-01,101.0725
IRL,Ireland,2005-11-01,101.5793
IRL,Ireland,2005-12-01,102.0992
IRL,Ireland,2006-01-01,102.5821
IRL,Ireland,2006-02-01,102.9909
IRL,Ireland,2006-03-01,103.2832
IRL,Ireland,2006-04-01,103.4766
IRL,Ireland,2006-05-01,103.6154
IRL,Ireland,2006-06-01,103.754
IRL,Ireland,2006-07-01,103.9524
IRL,Ireland,2006-08-01,104.2001
IRL,Ireland,2006-09-01,104.5018
IRL,Ireland,2006-10-01,104.8763
IRL,Ireland,2006-11-01,105.3306
IRL,Ireland,2006-12-01,105.8437
IRL,Ireland,2007-01-01,106.3473
IRL,Ireland,2007-02-01,106.7937
IRL,Ireland,2007-03-01,107.1731
IRL,Ireland,2007-04-01,107.4933
IRL,Ireland,2007-05-01,107.7437
IRL,Ireland,2007-06-01,107.8907
IRL,Ireland,2007-07-01,107.915
IRL,Ireland,2007-08-01,107.7959
IRL,Ireland,2007-09-01,107.5259
IRL,Ireland,2007-10-01,107.1032
IRL,Ireland,2007-11-01,106.5211
IRL,Ireland,2007-12-01,105.8859
IRL,Ireland,2008-01-01,105.2617
IRL,Ireland,2008-02-01,104.5804
IRL,Ireland,2008-03-01,103.854
IRL,Ireland,2008-04-01,103.0909
IRL,Ireland,2008-05-01,102.2857
IRL,Ireland,2008-06-01,101.4818
IRL,Ireland,2008-07-01,100.7032
IRL,Ireland,2008-08-01,99.88235
IRL,Ireland,2008-09-01,98.97894
IRL,Ireland,2008-10-01,98.05061
IRL,Ireland,2008-11-01,97.18744
IRL,Ireland,2008-12-01,96.49803
IRL,Ireland,2009-01-01,96.06355
IRL,Ireland,2009-02-01,95.83159
IRL,Ireland,2009-03-01,95.74603
IRL,Ireland,2009-04-01,95.79415
IRL,Ireland,2009-05-01,95.9196
IRL,Ireland,2009-06-01,96.04513
IRL,Ireland,2009-07-01,96.10261
IRL,Ireland,2009-08-01,96.07512
IRL,Ireland,2009-09-01,95.99265
IRL,Ireland,2009-10-01,95.92188
IRL,Ireland,2009-11-01,95.94118
IRL,Ireland,2009-12-01,96.12043
IRL,Ireland,2010-01-01,96.48644
IRL,Ireland,2010-02-01,96.992
IRL,Ireland,2010-03-01,97.55012
IRL,Ireland,2010-04-01,98.08405
IRL,Ireland,2010-05-01,98.53932
IRL,Ireland,2010-06-01,98.89777
IRL,Ireland,2010-07-01,99.17773
IRL,Ireland,2010-08-01,99.42989
IRL,Ireland,2010-09-01,99.62042
IRL,Ireland,2010-10-01,99.74944
IRL,Ireland,2010-11-01,99.83319
IRL,Ireland,2010-12-01,99.89071
IRL,Ireland,2011-01-01,99.98228
IRL,Ireland,2011-02-01,100.0683
IRL,Ireland,2011-03-01,100.0966
IRL,Ireland,2011-04-01,100.0531
IRL,Ireland,2011-05-01,99.89359
IRL,Ireland,2011-06-01,99.61921
IRL,Ireland,2011-07-01,99.24499
IRL,Ireland,2011-08-01,98.87282
IRL,Ireland,2011-09-01,98.61584
IRL,Ireland,2011-10-01,98.51958
IRL,Ireland,2011-11-01,98.56384
IRL,Ireland,2011-12-01,98.71941
IRL,Ireland,2012-01-01,98.92046
IRL,Ireland,2012-02-01,99.10681
IRL,Ireland,2012-03-01,99.24444
IRL,Ireland,2012-04-01,99.33067
IRL,Ireland,2012-05-01,99.38007
IRL,Ireland,2012-06-01,99.40564
IRL,Ireland,2012-07-01,99.44463
IRL,Ireland,2012-08-01,99.51767
IRL,Ireland,2012-09-01,99.58716
IRL,Ireland,2012-10-01,99.61803
IRL,Ireland,2012-11-01,99.5882
IRL,Ireland,2012-12-01,99.49664
IRL,Ireland,2013-01-01,99.35764
IRL,Ireland,2013-02-01,99.26136
IRL,Ireland,2013-03-01,99.21813
IRL,Ireland,2013-04-01,99.18053
IRL,Ireland,2013-05-01,99.17455
IRL,Ireland,2013-06-01,99.21114
IRL,Ireland,2013-07-01,99.32159
IRL,Ireland,2013-08-01,99.48283
IRL,Ireland,2013-09-01,99.65236
IRL,Ireland,2013-10-01,99.79779
IRL,Ireland,2013-11-01,99.89755
IRL,Ireland,2013-12-01,99.95728
IRL,Ireland,2014-01-01,100.021
IRL,Ireland,2014-02-01,100.0435
IRL,Ireland,2014-03-01,100.0123
IRL,Ireland,2014-04-01,99.93717
IRL,Ireland,2014-05-01,99.83157
IRL,Ireland,2014-06-01,99.76557
IRL,Ireland,2014-07-01,99.81557
IRL,Ireland,2014-08-01,99.939
IRL,Ireland,2014-09-01,100.1135
IRL,Ireland,2014-10-01,100.3295
IRL,Ireland,2014-11-01,100.6029
IRL,Ireland,2014-12-01,100.9247
IRL,Ireland,2015-01-01,101.2998
IRL,Ireland,2015-02-01,101.6908
IRL,Ireland,2015-03-01,102.0009
IRL,Ireland,2015-04-01,102.1704
IRL,Ireland,2015-05-01,102.2043
IRL,Ireland,2015-06-01,102.1614
IRL,Ireland,2015-07-01,102.1379
IRL,Ireland,2015-08-01,102.0746
IRL,Ireland,2015-09-01,101.9691
IRL,Ireland,2015-10-01,101.8411
IRL,Ireland,2015-11-01,101.6802
IRL,Ireland,2015-12-01,101.4896
IRL,Ireland,2016-01-01,101.3045
IRL,Ireland,2016-02-01,101.0542
IRL,Ireland,2016-03-01,100.7465
IRL,Ireland,2016-04-01,100.4192
IRL,Ireland,2016-05-01,100.1124
IRL,Ireland,2016-06-01,99.89028
IRL,Ireland,2016-07-01,99.82379
IRL,Ireland,2016-08-01,99.88722
IRL,Ireland,2016-09-01,100.0537
IRL,Ireland,2016-10-01,100.2981
IRL,Ireland,2016-11-01,100.5986
IRL,Ireland,2016-12-01,100.9097
IRL,Ireland,2017-01-01,101.204
IRL,Ireland,2017-02-01,101.41
IRL,Ireland,2017-03-01,101.5059
IRL,Ireland,2017-04-01,101.4964
IRL,Ireland,2017-05-01,101.3919
IRL,Ireland,2017-06-01,101.2404
IRL,Ireland,2017-07-01,101.0961
IRL,Ireland,2017-08-01,100.9557
IRL,Ireland,2017-09-01,100.8235
IRL,Ireland,2017-10-01,100.693
IRL,Ireland,2017-11-01,100.5777
IRL,Ireland,2017-12-01,100.4893
IRL,Ireland,2018-01-01,100.4489
IRL,Ireland,2018-02-01,100.4177
IRL,Ireland,2018-03-01,100.3735
IRL,Ireland,2018-04-01,100.3008
IRL,Ireland,2018-05-01,100.1785
IRL,Ireland,2018-06-01,99.9637
IRL,Ireland,2018-07-01,99.67233
IRL,Ireland,2018-08-01,99.36926
IRL,Ireland,2018-09-01,99.11916
IRL,Ireland,2018-10-01,98.96863
IRL,Ireland,2018-11-01,98.92876
IRL,Ireland,2018-12-01,98.9771
IRL,Ireland,2019-01-01,99.10937
IRL,Ireland,2019-02-01,99.27146
IRL,Ireland,2019-03-01,99.41624
IRL,Ireland,2019-04-01,99.45938
IRL,Ireland,2019-05-01,99.35166
IRL,Ireland,2019-06-01,99.15186
IRL,Ireland,2019-07-01,98.9435
IRL,Ireland,2019-08-01,98.75828
IRL,Ireland,2019-09-01,98.65189
IRL,Ireland,2019-10-01,98.60201
IRL,Ireland,2019-11-01,98.53149
IRL,Ireland,2019-12-01,98.38713
IRL,Ireland,2020-01-01,98.13805
IRL,Ireland,2020-02-01,97.78296
IRL,Ireland,2020-03-01,96.70947
IRL,Ireland,2020-04-01,92.33414
IRL,Ireland,2020-05-01,92.81584
IRL,Ireland,2020-06-01,95.43719
IRL,Ireland,2020-07-01,96.65681
IRL,Ireland,2020-08-01,96.7739
IRL,Ireland,2020-09-01,96.96051
IRL,Ireland,2020-10-01,97.18324
IRL,Ireland,2020-11-01,97.43806
IRL,Ireland,2020-12-01,97.74982
IRL,Ireland,2021-01-01,98.11622
IRL,Ireland,2021-02-01,98.58191
IRL,Ireland,2021-03-01,99.14058
IRL,Ireland,2021-04-01,99.74894
IRL,Ireland,2021-05-01,100.337
IRL,Ireland,2021-06-01,100.848
IRL,Ireland,2021-07-01,101.2234
IRL,Ireland,2021-08-01,101.5057
IRL,Ireland,2021-09-01,101.7374
IRL,Ireland,2021-10-01,101.9441
IRL,Ireland,2021-11-01,102.1121
IRL,Ireland,2021-12-01,102.2432
IRL,Ireland,2022-01-01,102.3633
IRL,Ireland,2022-02-01,102.4687
IRL,Ireland,2022-03-01,102.5371
IRL,Ireland,2022-04-01,102.5622
IRL,Ireland,2022-05-01,102.4994
IRL,Ireland,2022-06-01,102.3786
IRL,Ireland,2022-07-01,102.2635
IRL,Ireland,2022-08-01,102.1756
IRL,Ireland,2022-09-01,102.0725
ITA,Italy,1999-08-01,100.3682
ITA,Italy,1999-09-01,100.6285
ITA,Italy,1999-10-01,100.8817
ITA,Italy,1999-11-01,101.1021
ITA,Italy,1999-12-01,101.2801
ITA,Italy,2000-01-01,101.4234
ITA,Italy,2000-02-01,101.5372
ITA,Italy,2000-03-01,101.6236
ITA,Italy,2000-04-01,101.6746
ITA,Italy,2000-05-01,101.6814
ITA,Italy,2000-06-01,101.6658
ITA,Italy,2000-07-01,101.6483
ITA,Italy,2000-08-01,101.6271
ITA,Italy,2000-09-01,101.5915
ITA,Italy,2000-10-01,101.5403
ITA,Italy,2000-11-01,101.4446
ITA,Italy,2000-12-01,101.3062
ITA,Italy,2001-01-01,101.103
ITA,Italy,2001-02-01,100.8724
ITA,Italy,2001-03-01,100.6428
ITA,Italy,2001-04-01,100.4282
ITA,Italy,2001-05-01,100.2427
ITA,Italy,2001-06-01,100.0588
ITA,Italy,2001-07-01,99.8596
ITA,Italy,2001-08-01,99.64819
ITA,Italy,2001-09-01,99.4521
ITA,Italy,2001-10-01,99.33623
ITA,Italy,2001-11-01,99.33434
ITA,Italy,2001-12-01,99.43529
ITA,Italy,2002-01-01,99.58996
ITA,Italy,2002-02-01,99.74883
ITA,Italy,2002-03-01,99.87691
ITA,Italy,2002-04-01,99.94878
ITA,Italy,2002-05-01,99.97815
ITA,Italy,2002-06-01,99.97332
ITA,Italy,2002-07-01,99.93263
ITA,Italy,2002-08-01,99.85142
ITA,Italy,2002-09-01,99.73345
ITA,Italy,2002-10-01,99.5885
ITA,Italy,2002-11-01,99.43866
ITA,Italy,2002-12-01,99.28126
ITA,Italy,2003-01-01,99.1288
ITA,Italy,2003-02-01,98.9753
ITA,Italy,2003-03-01,98.83784
ITA,Italy,2003-04-01,98.74387
ITA,Italy,2003-05-01,98.68739
ITA,Italy,2003-06-01,98.67159
ITA,Italy,2003-07-01,98.69768
ITA,Italy,2003-08-01,98.78011
ITA,Italy,2003-09-01,98.92245
ITA,Italy,2003-10-01,99.08922
ITA,Italy,2003-11-01,99.23786
ITA,Italy,2003-12-01,99.346
ITA,Italy,2004-01-01,99.39698
ITA,Italy,2004-02-01,99.40901
ITA,Italy,2004-03-01,99.3996
ITA,Italy,2004-04-01,99.39735
ITA,Italy,2004-05-01,99.42043
ITA,Italy,2004-06-01,99.48409
ITA,Italy,2004-07-01,99.57169
ITA,Italy,2004-08-01,99.68671
ITA,Italy,2004-09-01,99.81496
ITA,Italy,2004-10-01,99.92911
ITA,Italy,2004-11-01,99.99043
ITA,Italy,2004-12-01,99.98161
ITA,Italy,2005-01-01,99.8954
ITA,Italy,2005-02-01,99.74992
ITA,Italy,2005-03-01,99.56851
ITA,Italy,2005-04-01,99.35983
ITA,Italy,2005-05-01,99.17683
ITA,Italy,2005-06-01,99.07455
ITA,Italy,2005-07-01,99.07829
ITA,Italy,2005-08-01,99.16984
ITA,Italy,2005-09-01,99.32702
ITA,Italy,2005-10-01,99.52404
ITA,Italy,2005-11-01,99.75295
ITA,Italy,2005-12-01,100.0056
ITA,Italy,2006-01-01,100.2647
ITA,Italy,2006-02-01,100.5056
ITA,Italy,2006-03-01,100.7295
ITA,Italy,2006-04-01,100.9446
ITA,Italy,2006-05-01,101.1351
ITA,Italy,2006-06-01,101.2983
ITA,Italy,2006-07-01,101.4595
ITA,Italy,2006-08-01,101.6326
ITA,Italy,2006-09-01,101.8047
ITA,Italy,2006-10-01,101.9741
ITA,Italy,2006-11-01,102.1461
ITA,Italy,2006-12-01,102.3154
ITA,Italy,2007-01-01,102.4494
ITA,Italy,2007-02-01,102.5696
ITA,Italy,2007-03-01,102.6623
ITA,Italy,2007-04-01,102.6983
ITA,Italy,2007-05-01,102.676
ITA,Italy,2007-06-01,102.6054
ITA,Italy,2007-07-01,102.5066
ITA,Italy,2007-08-01,102.4101
ITA,Italy,2007-09-01,102.3307
ITA,Italy,2007-10-01,102.2573
ITA,Italy,2007-11-01,102.1657
ITA,Italy,2007-12-01,102.0666
ITA,Italy,2008-01-01,101.9988
ITA,Italy,2008-02-01,101.9304
ITA,Italy,2008-03-01,101.8255
ITA,Italy,2008-04-01,101.6521
ITA,Italy,2008-05-01,101.3609
ITA,Italy,2008-06-01,100.944
ITA,Italy,2008-07-01,100.4136
ITA,Italy,2008-08-01,99.77613
ITA,Italy,2008-09-01,99.04128
ITA,Italy,2008-10-01,98.22501
ITA,Italy,2008-11-01,97.41666
ITA,Italy,2008-12-01,96.75139
ITA,Italy,2009-01-01,96.30343
ITA,Italy,2009-02-01,96.08072
ITA,Italy,2009-03-01,96.09084
ITA,Italy,2009-04-01,96.32613
ITA,Italy,2009-05-01,96.74441
ITA,Italy,2009-06-01,97.28261
ITA,Italy,2009-07-01,97.86124
ITA,Italy,2009-08-01,98.43112
ITA,Italy,2009-09-01,98.98489
ITA,Italy,2009-10-01,99.47555
ITA,Italy,2009-11-01,99.87238
ITA,Italy,2009-12-01,100.1618
ITA,Italy,2010-01-01,100.3539
ITA,Italy,2010-02-01,100.4748
ITA,Italy,2010-03-01,100.5545
ITA,Italy,2010-04-01,100.6283
ITA,Italy,2010-05-01,100.7104
ITA,Italy,2010-06-01,100.8295
ITA,Italy,2010-07-01,101.0095
ITA,Italy,2010-08-01,101.2613
ITA,Italy,2010-09-01,101.5543
ITA,Italy,2010-10-01,101.8417
ITA,Italy,2010-11-01,102.0925
ITA,Italy,2010-12-01,102.2922
ITA,Italy,2011-01-01,102.4097
ITA,Italy,2011-02-01,102.449
ITA,Italy,2011-03-01,102.4133
ITA,Italy,2011-04-01,102.3002
ITA,Italy,2011-05-01,102.1194
ITA,Italy,2011-06-01,101.8686
ITA,Italy,2011-07-01,101.5499
ITA,Italy,2011-08-01,101.1718
ITA,Italy,2011-09-01,100.7515
ITA,Italy,2011-10-01,100.338
ITA,Italy,2011-11-01,99.95459
ITA,Italy,2011-12-01,99.57763
ITA,Italy,2012-01-01,99.20415
ITA,Italy,2012-02-01,98.85966
ITA,Italy,2012-03-01,98.52999
ITA,Italy,2012-04-01,98.20523
ITA,Italy,2012-05-01,97.92803
ITA,Italy,2012-06-01,97.72105
ITA,Italy,2012-07-01,97.58678
ITA,Italy,2012-08-01,97.50552
ITA,Italy,2012-09-01,97.45479
ITA,Italy,2012-10-01,97.44427
ITA,Italy,2012-11-01,97.47057
ITA,Italy,2012-12-01,97.53266
ITA,Italy,2013-01-01,97.62327
ITA,Italy,2013-02-01,97.73392
ITA,Italy,2013-03-01,97.86555
ITA,Italy,2013-04-01,98.0292
ITA,Italy,2013-05-01,98.2376
ITA,Italy,2013-06-01,98.48192
ITA,Italy,2013-07-01,98.73763
ITA,Italy,2013-08-01,98.99216
ITA,Italy,2013-09-01,99.23173
ITA,Italy,2013-10-01,99.43068
ITA,Italy,2013-11-01,99.60664
ITA,Italy,2013-12-01,99.75533
ITA,Italy,2014-01-01,99.89616
ITA,Italy,2014-02-01,100.0299
ITA,Italy,2014-03-01,100.148
ITA,Italy,2014-04-01,100.2136
ITA,Italy,2014-05-01,100.192
ITA,Italy,2014-06-01,100.0808
ITA,Italy,2014-07-01,99.91096
ITA,Italy,2014-08-01,99.72733
ITA,Italy,2014-09-01,99.58762
ITA,Italy,2014-10-01,99.51046
ITA,Italy,2014-11-01,99.5201
ITA,Italy,2014-12-01,99.6224
ITA,Italy,2015-01-01,99.80368
ITA,Italy,2015-02-01,100.0264
ITA,Italy,2015-03-01,100.2319
ITA,Italy,2015-04-01,100.3846
ITA,Italy,2015-05-01,100.4728
ITA,Italy,2015-06-01,100.525
ITA,Italy,2015-07-01,100.5667
ITA,Italy,2015-08-01,100.6328
ITA,Italy,2015-09-01,100.7464
ITA,Italy,2015-10-01,100.8598
ITA,Italy,2015-11-01,100.9269
ITA,Italy,2015-12-01,100.9364
ITA,Italy,2016-01-01,100.9213
ITA,Italy,2016-02-01,100.8887
ITA,Italy,2016-03-01,100.839
ITA,Italy,2016-04-01,100.7674
ITA,Italy,2016-05-01,100.6586
ITA,Italy,2016-06-01,100.5373
ITA,Italy,2016-07-01,100.393
ITA,Italy,2016-08-01,100.2619
ITA,Italy,2016-09-01,100.1721
ITA,Italy,2016-10-01,100.1521
ITA,Italy,2016-11-01,100.1963
ITA,Italy,2016-12-01,100.2804
ITA,Italy,2017-01-01,100.3834
ITA,Italy,2017-02-01,100.4892
ITA,Italy,2017-03-01,100.5869
ITA,Italy,2017-04-01,100.6783
ITA,Italy,2017-05-01,100.7842
ITA,Italy,2017-06-01,100.9181
ITA,Italy,2017-07-01,101.0985
ITA,Italy,2017-08-01,101.3184
ITA,Italy,2017-09-01,101.5347
ITA,Italy,2017-10-01,101.7235
ITA,Italy,2017-11-01,101.8624
ITA,Italy,2017-12-01,101.9265
ITA,Italy,2018-01-01,101.9
ITA,Italy,2018-02-01,101.8106
ITA,Italy,2018-03-01,101.6757
ITA,Italy,2018-04-01,101.5008
ITA,Italy,2018-05-01,101.2974
ITA,Italy,2018-06-01,101.0868
ITA,Italy,2018-07-01,100.8708
ITA,Italy,2018-08-01,100.6651
ITA,Italy,2018-09-01,100.4784
ITA,Italy,2018-10-01,100.3092
ITA,Italy,2018-11-01,100.1546
ITA,Italy,2018-12-01,100.006
ITA,Italy,2019-01-01,99.85314
ITA,Italy,2019-02-01,99.71827
ITA,Italy,2019-03-01,99.61691
ITA,Italy,2019-04-01,99.5425
ITA,Italy,2019-05-01,99.47298
ITA,Italy,2019-06-01,99.38891
ITA,Italy,2019-07-01,99.30167
ITA,Italy,2019-08-01,99.22122
ITA,Italy,2019-09-01,99.16896
ITA,Italy,2019-10-01,99.13651
ITA,Italy,2019-11-01,99.1129
ITA,Italy,2019-12-01,99.08557
ITA,Italy,2020-01-01,99.03268
ITA,Italy,2020-02-01,98.94007
ITA,Italy,2020-03-01,94.3786
ITA,Italy,2020-04-01,90.09668
ITA,Italy,2020-05-01,92.86034
ITA,Italy,2020-06-01,96.23125
ITA,Italy,2020-07-01,97.44457
ITA,Italy,2020-08-01,98.41627
ITA,Italy,2020-09-01,98.98151
ITA,Italy,2020-10-01,99.30135
ITA,Italy,2020-11-01,99.45705
ITA,Italy,2020-12-01,99.6667
ITA,Italy,2021-01-01,99.94225
ITA,Italy,2021-02-01,100.299
ITA,Italy,2021-03-01,100.826
ITA,Italy,2021-04-01,101.3851
ITA,Italy,2021-05-01,101.9193
ITA,Italy,2021-06-01,102.3499
ITA,Italy,2021-07-01,102.6204
ITA,Italy,2021-08-01,102.7243
ITA,Italy,2021-09-01,102.6857
ITA,Italy,2021-10-01,102.5089
ITA,Italy,2021-11-01,102.1943
ITA,Italy,2021-12-01,101.7504
ITA,Italy,2022-01-01,101.1817
ITA,Italy,2022-02-01,100.5693
ITA,Italy,2022-03-01,99.97765
ITA,Italy,2022-04-01,99.48335
ITA,Italy,2022-05-01,99.05825
ITA,Italy,2022-06-01,98.66753
ITA,Italy,2022-07-01,98.31095
ITA,Italy,2022-08-01,97.9985
ITA,Italy,2022-09-01,97.71318
JPN,Japan,1999-08-01,100.427
JPN,Japan,1999-09-01,100.6342
JPN,Japan,1999-10-01,100.822
JPN,Japan,1999-11-01,100.9992
JPN,Japan,1999-12-01,101.1621
JPN,Japan,2000-01-01,101.3121
JPN,Japan,2000-02-01,101.4177
JPN,Japan,2000-03-01,101.4711
JPN,Japan,2000-04-01,101.4748
JPN,Japan,2000-05-01,101.4329
JPN,Japan,2000-06-01,101.3652
JPN,Japan,2000-07-01,101.2698
JPN,Japan,2000-08-01,101.1611
JPN,Japan,2000-09-01,101.0437
JPN,Japan,2000-10-01,100.9127
JPN,Japan,2000-11-01,100.7619
JPN,Japan,2000-12-01,100.5869
JPN,Japan,2001-01-01,100.3744
JPN,Japan,2001-02-01,100.1558
JPN,Japan,2001-03-01,99.93817
JPN,Japan,2001-04-01,99.71461
JPN,Japan,2001-05-01,99.4912
JPN,Japan,2001-06-01,99.2611
