code,country,rdate,cliaa
AUS,Australia,1999-08-01,100.3101
AUS,Australia,1999-09-01,100.3687
AUS,Australia,1999-10-01,100.495
AUS,Australia,1999-11-01,100.6377
AUS,Australia,1999-12-01,100.7532
AUS,Australia,2000-01-01,100.8156
AUS,Australia,2000-02-01,100.7845
AUS,Australia,2000-03-01,100.6256
AUS,Australia,2000-04-01,100.4253
AUS,Australia,2000-05-01,100.286
AUS,Australia,2000-06-01,100.2626
AUS,Australia,2000-07-01,100.2379
AUS,Australia,2000-08-01,100.0296
AUS,Australia,2000-09-01,99.49815
AUS,Australia,2000-10-01,98.83818
AUS,Australia,2000-11-01,98.31894
AUS,Australia,2000-12-01,98.15305
AUS,Australia,2001-01-01,98.22469
AUS,Australia,2001-02-01,98.40803
AUS,Australia,2001-03-01,98.64841
AUS,Australia,2001-04-01,98.93156
AUS,Australia,2001-05-01,99.27928
AUS,Australia,2001-06-01,99.70214
AUS,Australia,2001-07-01,100.0878
AUS,Australia,2001-08-01,100.2638
AUS,Australia,2001-09-01,100.0981
AUS,Australia,2001-10-01,99.80822
AUS,Australia,2001-11-01,99.68326
AUS,Australia,2001-12-01,99.9295
AUS,Australia,2002-01-01,100.3512
AUS,Australia,2002-02-01,100.6736
AUS,Australia,2002-03-01,100.6897
AUS,Australia,2002-04-01,100.5079
AUS,Australia,2002-05-01,100.2714
AUS,Australia,2002-06-01,100.0764
AUS,Australia,2002-07-01,99.94501
AUS,Australia,2002-08-01,99.89565
AUS,Australia,2002-09-01,99.94896
AUS,Australia,2002-10-01,100.0526
AUS,Australia,2002-11-01,100.1527
AUS,Australia,2002-12-01,100.2153
AUS,Australia,2003-01-01,100.2509
AUS,Australia,2003-02-01,100.2798
AUS,Australia,2003-03-01,100.3245
AUS,Australia,2003-04-01,100.4079
AUS,Australia,2003-05-01,100.5648
AUS,Australia,2003-06-01,100.8138
AUS,Australia,2003-07-01,101.0556
AUS,Australia,2003-08-01,101.1436
AUS,Australia,2003-09-01,100.9611
AUS,Australia,2003-10-01,100.6527
AUS,Australia,2003-11-01,100.4044
AUS,Australia,2003-12-01,100.3489
AUS,Australia,2004-01-01,100.4121
AUS,Australia,2004-02-01,100.4934
AUS,Australia,2004-03-01,100.527
AUS,Australia,2004-04-01,100.5259
AUS,Australia,2004-05-01,100.5202
AUS,Australia,2004-06-01,100.5308
AUS,Australia,2004-07-01,100.5472
AUS,Australia,2004-08-01,100.5448
AUS,Australia,2004-09-01,100.4958
AUS,Australia,2004-10-01,100.4001
AUS,Australia,2004-11-01,100.2502
AUS,Australia,2004-12-01,100.0444
AUS,Australia,2005-01-01,99.85265
AUS,Australia,2005-02-01,99.7732
AUS,Australia,2005-03-01,99.87407
AUS,Australia,2005-04-01,100.0229
AUS,Australia,2005-05-01,100.0356
AUS,Australia,2005-06-01,99.77804
AUS,Australia,2005-07-01,99.40234
AUS,Australia,2005-08-01,99.11919
AUS,Australia,2005-09-01,99.08758
AUS,Australia,2005-10-01,99.21214
AUS,Australia,2005-11-01,99.36911
AUS,Australia,2005-12-01,99.47611
AUS,Australia,2006-01-01,99.52945
AUS,Australia,2006-02-01,99.53877
AUS,Australia,2006-03-01,99.51536
AUS,Australia,2006-04-01,99.50446
AUS,Australia,2006-05-01,99.56703
AUS,Australia,2006-06-01,99.74906
AUS,Australia,2006-07-01,99.97729
AUS,Australia,2006-08-01,100.1548
AUS,Australia,2006-09-01,100.2104
AUS,Australia,2006-10-01,100.1988
AUS,Australia,2006-11-01,100.189
AUS,Australia,2006-12-01,100.2213
AUS,Australia,2007-01-01,100.2606
AUS,Australia,2007-02-01,100.248
AUS,Australia,2007-03-01,100.1447
AUS,Australia,2007-04-01,100.0276
AUS,Australia,2007-05-01,100.0126
AUS,Australia,2007-06-01,100.1907
AUS,Australia,2007-07-01,100.4631
AUS,Australia,2007-08-01,100.6956
AUS,Australia,2007-09-01,100.7801
AUS,Australia,2007-10-01,100.7346
AUS,Australia,2007-11-01,100.5636
AUS,Australia,2007-12-01,100.2476
AUS,Australia,2008-01-01,99.85913
AUS,Australia,2008-02-01,99.47591
AUS,Australia,2008-03-01,99.1668
AUS,Australia,2008-04-01,98.97263
AUS,Australia,2008-05-01,98.96539
AUS,Australia,2008-06-01,99.19256
AUS,Australia,2008-07-01,99.43457
AUS,Australia,2008-08-01,99.3801
AUS,Australia,2008-09-01,98.78658
AUS,Australia,2008-10-01,97.93723
AUS,Australia,2008-11-01,97.2074
AUS,Australia,2008-12-01,96.88683
AUS,Australia,2009-01-01,96.88242
AUS,Australia,2009-02-01,97.10819
AUS,Australia,2009-03-01,97.55908
AUS,Australia,2009-04-01,98.15454
AUS,Australia,2009-05-01,98.85677
AUS,Australia,2009-06-01,99.64431
AUS,Australia,2009-07-01,100.3788
AUS,Australia,2009-08-01,100.8505
AUS,Australia,2009-09-01,100.876
AUS,Australia,2009-10-01,100.6601
AUS,Australia,2009-11-01,100.4366
AUS,Australia,2009-12-01,100.3513
AUS,Australia,2010-01-01,100.3523
AUS,Australia,2010-02-01,100.3446
AUS,Australia,2010-03-01,100.259
AUS,Australia,2010-04-01,100.1286
AUS,Australia,2010-05-01,100.008
AUS,Australia,2010-06-01,99.93758
AUS,Australia,2010-07-01,99.89678
AUS,Australia,2010-08-01,99.86128
AUS,Australia,2010-09-01,99.82964
AUS,Australia,2010-10-01,99.845
AUS,Australia,2010-11-01,99.98503
AUS,Australia,2010-12-01,100.305
AUS,Australia,2011-01-01,100.6561
AUS,Australia,2011-02-01,100.8233
AUS,Australia,2011-03-01,100.6328
AUS,Australia,2011-04-01,100.2422
AUS,Australia,2011-05-01,99.84553
AUS,Australia,2011-06-01,99.57825
AUS,Australia,2011-07-01,99.42784
AUS,Australia,2011-08-01,99.37628
AUS,Australia,2011-09-01,99.42552
AUS,Australia,2011-10-01,99.52413
AUS,Australia,2011-11-01,99.6291
AUS,Australia,2011-12-01,99.71822
AUS,Australia,2012-01-01,99.79624
AUS,Australia,2012-02-01,99.87508
AUS,Australia,2012-03-01,99.96521
AUS,Australia,2012-04-01,100.0663
AUS,Australia,2012-05-01,100.174
AUS,Australia,2012-06-01,100.2764
AUS,Australia,2012-07-01,100.3433
AUS,Australia,2012-08-01,100.3207
AUS,Australia,2012-09-01,100.1614
AUS,Australia,2012-10-01,99.94485
AUS,Australia,2012-11-01,99.77218
AUS,Australia,2012-12-01,99.71959
AUS,Australia,2013-01-01,99.74706
AUS,Australia,2013-02-01,99.8065
AUS,Australia,2013-03-01,99.86982
AUS,Australia,2013-04-01,99.92501
AUS,Australia,2013-05-01,99.96831
AUS,Australia,2013-06-01,100.0046
AUS,Australia,2013-07-01,100.0594
AUS,Australia,2013-08-01,100.1709
AUS,Australia,2013-09-01,100.3621
AUS,Australia,2013-10-01,100.5578
AUS,Australia,2013-11-01,100.6429
AUS,Australia,2013-12-01,100.5165
AUS,Australia,2014-01-01,100.2566
AUS,Australia,2014-02-01,99.95528
AUS,Australia,2014-03-01,99.68674
AUS,Australia,2014-04-01,99.51752
AUS,Australia,2014-05-01,99.55282
AUS,Australia,2014-06-01,99.88362
AUS,Australia,2014-07-01,100.3294
AUS,Australia,2014-08-01,100.6623
AUS,Australia,2014-09-01,100.7169
AUS,Australia,2014-10-01,100.6123
AUS,Australia,2014-11-01,100.5033
AUS,Australia,2014-12-01,100.4905
AUS,Australia,2015-01-01,100.535
AUS,Australia,2015-02-01,100.5685
AUS,Australia,2015-03-01,100.546
AUS,Australia,2015-04-01,100.5093
AUS,Australia,2015-05-01,100.5261
AUS,Australia,2015-06-01,100.6438
AUS,Australia,2015-07-01,100.789
AUS,Australia,2015-08-01,100.8585
AUS,Australia,2015-09-01,100.7819
AUS,Australia,2015-10-01,100.6602
AUS,Australia,2015-11-01,100.6348
AUS,Australia,2015-12-01,100.8004
AUS,Australia,2016-01-01,101.0223
AUS,Australia,2016-02-01,101.1043
AUS,Australia,2016-03-01,100.8994
AUS,Australia,2016-04-01,100.5611
AUS,Australia,2016-05-01,100.3045
AUS,Australia,2016-06-01,100.2998
AUS,Australia,2016-07-01,100.4854
AUS,Australia,2016-08-01,100.7942
AUS,Australia,2016-09-01,101.1903
AUS,Australia,2016-10-01,101.5821
AUS,Australia,2016-11-01,101.8566
AUS,Australia,2016-12-01,101.9179
AUS,Australia,2017-01-01,101.8431
AUS,Australia,2017-02-01,101.7094
AUS,Australia,2017-03-01,101.5587
AUS,Australia,2017-04-01,101.4194
AUS,Australia,2017-05-01,101.3193
AUS,Australia,2017-06-01,101.285
AUS,Australia,2017-07-01,101.304
AUS,Australia,2017-08-01,101.3725
AUS,Australia,2017-09-01,101.4906
AUS,Australia,2017-10-01,101.6072
AUS,Australia,2017-11-01,101.6553
AUS,Australia,2017-12-01,101.587
AUS,Australia,2018-01-01,101.4794
AUS,Australia,2018-02-01,101.435
AUS,Australia,2018-03-01,101.524
AUS,Australia,2018-04-01,101.6611
AUS,Australia,2018-05-01,101.7254
AUS,Australia,2018-06-01,101.6312
AUS,Australia,2018-07-01,101.4718
AUS,Australia,2018-08-01,101.3778
AUS,Australia,2018-09-01,101.4408
AUS,Australia,2018-10-01,101.571
AUS,Australia,2018-11-01,101.6428
AUS,Australia,2018-12-01,101.5727
AUS,Australia,2019-01-01,101.4557
AUS,Australia,2019-02-01,101.4271
AUS,Australia,2019-03-01,101.5715
AUS,Australia,2019-04-01,101.7429
AUS,Australia,2019-05-01,101.7257
AUS,Australia,2019-06-01,101.3691
AUS,Australia,2019-07-01,100.909
AUS,Australia,2019-08-01,100.6727
AUS,Australia,2019-09-01,100.8865
AUS,Australia,2019-10-01,101.2599
AUS,Australia,2019-11-01,101.3681
AUS,Australia,2019-12-01,100.8759
AUS,Australia,2020-01-01,100.0262
AUS,Australia,2020-02-01,99.13279
AUS,Australia,2020-03-01,98.43053
AUS,Australia,2020-04-01,97.96983
AUS,Australia,2020-05-01,97.84669
AUS,Australia,2020-06-01,98.19164
AUS,Australia,2020-07-01,98.82089
AUS,Australia,2020-08-01,99.57159
AUS,Australia,2020-09-01,100.3526
AUS,Australia,2020-10-01,101.0738
AUS,Australia,2020-11-01,101.6149
AUS,Australia,2020-12-01,101.8536
AUS,Australia,2021-01-01,101.8738
AUS,Australia,2021-02-01,101.7272
AUS,Australia,2021-03-01,101.4129
AUS,Australia,2021-04-01,101.024
AUS,Australia,2021-05-01,100.6594
AUS,Australia,2021-06-01,100.4104
AUS,Australia,2021-07-01,100.3224
AUS,Australia,2021-08-01,100.4917
AUS,Australia,2021-09-01,101.0003
AUS,Australia,2021-10-01,101.5945
AUS,Australia,2021-11-01,101.9391
AUS,Australia,2021-12-01,101.7872
AUS,Australia,2022-01-01,101.3985
AUS,Australia,2022-02-01,101.122
AUS,Australia,2022-03-01,101.2162
AUS,Australia,2022-04-01,101.5561
AUS,Australia,2022-05-01,101.9836
AUT,Austria,1999-08-01,99.93841
AUT,Austria,1999-09-01,100.2711
AUT,Austria,1999-10-01,100.424
AUT,Austria,1999-11-01,100.5325
AUT,Austria,1999-12-01,100.9361
AUT,Austria,2000-01-01,101.3374
AUT,Austria,2000-02-01,101.7099
AUT,Austria,2000-03-01,102.0496
AUT,Austria,2000-04-01,102.2414
AUT,Austria,2000-05-01,102.366
AUT,Austria,2000-06-01,102.3384
AUT,Austria,2000-07-01,102.2932
AUT,Austria,2000-08-01,102.2726
AUT,Austria,2000-09-01,102.3392
AUT,Austria,2000-10-01,102.3243
AUT,Austria,2000-11-01,102.2551
AUT,Austria,2000-12-01,102.0462
AUT,Austria,2001-01-01,101.7387
AUT,Austria,2001-02-01,101.4199
AUT,Austria,2001-03-01,100.8666
AUT,Austria,2001-04-01,100.1536
AUT,Austria,2001-05-01,99.62787
AUT,Austria,2001-06-01,99.29359
AUT,Austria,2001-07-01,99.03117
AUT,Austria,2001-08-01,98.74427
AUT,Austria,2001-09-01,98.17961
AUT,Austria,2001-10-01,97.92891
AUT,Austria,2001-11-01,98.0695
AUT,Austria,2001-12-01,98.14259
AUT,Austria,2002-01-01,98.18755
AUT,Austria,2002-02-01,98.27716
AUT,Austria,2002-03-01,98.35355
AUT,Austria,2002-04-01,98.51311
AUT,Austria,2002-05-01,98.58958
AUT,Austria,2002-06-01,98.60744
AUT,Austria,2002-07-01,98.62039
AUT,Austria,2002-08-01,98.52312
AUT,Austria,2002-09-01,98.48115
AUT,Austria,2002-10-01,98.60235
AUT,Austria,2002-11-01,98.72357
AUT,Austria,2002-12-01,99.02157
AUT,Austria,2003-01-01,99.24475
AUT,Austria,2003-02-01,99.21548
AUT,Austria,2003-03-01,99.03255
AUT,Austria,2003-04-01,98.81104
AUT,Austria,2003-05-01,98.60976
AUT,Austria,2003-06-01,98.7891
AUT,Austria,2003-07-01,99.07133
AUT,Austria,2003-08-01,99.48517
AUT,Austria,2003-09-01,99.84513
AUT,Austria,2003-10-01,100.0188
AUT,Austria,2003-11-01,100.1117
AUT,Austria,2003-12-01,100.0894
AUT,Austria,2004-01-01,100.0421
AUT,Austria,2004-02-01,100.1217
AUT,Austria,2004-03-01,100.3168
AUT,Austria,2004-04-01,100.5774
AUT,Austria,2004-05-01,100.9601
AUT,Austria,2004-06-01,101.0957
AUT,Austria,2004-07-01,100.9807
AUT,Austria,2004-08-01,100.8593
AUT,Austria,2004-09-01,100.878
AUT,Austria,2004-10-01,100.8672
AUT,Austria,2004-11-01,100.7648
AUT,Austria,2004-12-01,100.5418
AUT,Austria,2005-01-01,100.2539
AUT,Austria,2005-02-01,100.0257
AUT,Austria,2005-03-01,99.86226
AUT,Austria,2005-04-01,99.72386
AUT,Austria,2005-05-01,99.60432
AUT,Austria,2005-06-01,99.4821
AUT,Austria,2005-07-01,99.43983
AUT,Austria,2005-08-01,99.6163
AUT,Austria,2005-09-01,99.9592
AUT,Austria,2005-10-01,100.1338
AUT,Austria,2005-11-01,100.2529
AUT,Austria,2005-12-01,100.3444
AUT,Austria,2006-01-01,100.7262
AUT,Austria,2006-02-01,101.0462
AUT,Austria,2006-03-01,101.314
AUT,Austria,2006-04-01,101.5974
AUT,Austria,2006-05-01,101.7384
AUT,Austria,2006-06-01,101.8352
AUT,Austria,2006-07-01,102.1186
AUT,Austria,2006-08-01,102.3275
AUT,Austria,2006-09-01,102.4129
AUT,Austria,2006-10-01,102.4823
AUT,Austria,2006-11-01,102.629
AUT,Austria,2006-12-01,102.6928
AUT,Austria,2007-01-01,102.6578
AUT,Austria,2007-02-01,102.7251
AUT,Austria,2007-03-01,102.5983
AUT,Austria,2007-04-01,102.438
AUT,Austria,2007-05-01,102.427
AUT,Austria,2007-06-01,102.317
AUT,Austria,2007-07-01,102.1381
AUT,Austria,2007-08-01,102.0703
AUT,Austria,2007-09-01,102.0266
AUT,Austria,2007-10-01,101.9421
AUT,Austria,2007-11-01,101.7836
AUT,Austria,2007-12-01,101.4465
AUT,Austria,2008-01-01,101.1182
AUT,Austria,2008-02-01,100.9166
AUT,Austria,2008-03-01,100.8781
AUT,Austria,2008-04-01,100.7335
AUT,Austria,2008-05-01,100.4744
AUT,Austria,2008-06-01,100.157
AUT,Austria,2008-07-01,99.80394
AUT,Austria,2008-08-01,99.38092
AUT,Austria,2008-09-01,98.80933
AUT,Austria,2008-10-01,97.91241
AUT,Austria,2008-11-01,96.79966
AUT,Austria,2008-12-01,95.84413
AUT,Austria,2009-01-01,95.24582
AUT,Austria,2009-02-01,94.72705
AUT,Austria,2009-03-01,94.55658
AUT,Austria,2009-04-01,94.7742
AUT,Austria,2009-05-01,95.10582
AUT,Austria,2009-06-01,95.6313
AUT,Austria,2009-07-01,96.26549
AUT,Austria,2009-08-01,96.82874
AUT,Austria,2009-09-01,97.28108
AUT,Austria,2009-10-01,97.60174
AUT,Austria,2009-11-01,97.72833
AUT,Austria,2009-12-01,97.73012
AUT,Austria,2010-01-01,97.91971
AUT,Austria,2010-02-01,98.22128
AUT,Austria,2010-03-01,98.61104
AUT,Austria,2010-04-01,99.08803
AUT,Austria,2010-05-01,99.55687
AUT,Austria,2010-06-01,99.94668
AUT,Austria,2010-07-01,100.0658
AUT,Austria,2010-08-01,100.1144
AUT,Austria,2010-09-01,100.1907
AUT,Austria,2010-10-01,100.3618
AUT,Austria,2010-11-01,100.5021
AUT,Austria,2010-12-01,100.5987
AUT,Austria,2011-01-01,100.6968
AUT,Austria,2011-02-01,100.7174
AUT,Austria,2011-03-01,100.734
AUT,Austria,2011-04-01,100.697
AUT,Austria,2011-05-01,100.4332
AUT,Austria,2011-06-01,100.2288
AUT,Austria,2011-07-01,100.0026
AUT,Austria,2011-08-01,99.66389
AUT,Austria,2011-09-01,99.33863
AUT,Austria,2011-10-01,99.11234
AUT,Austria,2011-11-01,99.13388
AUT,Austria,2011-12-01,99.39909
AUT,Austria,2012-01-01,99.62704
AUT,Austria,2012-02-01,99.79515
AUT,Austria,2012-03-01,99.82607
AUT,Austria,2012-04-01,99.7942
AUT,Austria,2012-05-01,99.75854
AUT,Austria,2012-06-01,99.55614
AUT,Austria,2012-07-01,99.31461
AUT,Austria,2012-08-01,99.10956
AUT,Austria,2012-09-01,98.8997
AUT,Austria,2012-10-01,98.64671
AUT,Austria,2012-11-01,98.4911
AUT,Austria,2012-12-01,98.59646
AUT,Austria,2013-01-01,98.89645
AUT,Austria,2013-02-01,99.12569
AUT,Austria,2013-03-01,99.11572
AUT,Austria,2013-04-01,98.95731
AUT,Austria,2013-05-01,98.82325
AUT,Austria,2013-06-01,98.90532
AUT,Austria,2013-07-01,99.13972
AUT,Austria,2013-08-01,99.36341
AUT,Austria,2013-09-01,99.57344
AUT,Austria,2013-10-01,99.75439
AUT,Austria,2013-11-01,99.88968
AUT,Austria,2013-12-01,99.91682
AUT,Austria,2014-01-01,99.9668
AUT,Austria,2014-02-01,100.1155
AUT,Austria,2014-03-01,100.1635
AUT,Austria,2014-04-01,100.1173
AUT,Austria,2014-05-01,100.0054
AUT,Austria,2014-06-01,99.73689
AUT,Austria,2014-07-01,99.4688
AUT,Austria,2014-08-01,99.41495
AUT,Austria,2014-09-01,99.27962
AUT,Austria,2014-10-01,99.17987
AUT,Austria,2014-11-01,99.08269
AUT,Austria,2014-12-01,99.05802
AUT,Austria,2015-01-01,99.08646
AUT,Austria,2015-02-01,99.08396
AUT,Austria,2015-03-01,99.17984
AUT,Austria,2015-04-01,99.29362
AUT,Austria,2015-05-01,99.3967
AUT,Austria,2015-06-01,99.48376
AUT,Austria,2015-07-01,99.63992
AUT,Austria,2015-08-01,99.66421
AUT,Austria,2015-09-01,99.62856
AUT,Austria,2015-10-01,99.6152
AUT,Austria,2015-11-01,99.66704
AUT,Austria,2015-12-01,99.76708
AUT,Austria,2016-01-01,99.65033
AUT,Austria,2016-02-01,99.35078
AUT,Austria,2016-03-01,99.23306
AUT,Austria,2016-04-01,99.25323
AUT,Austria,2016-05-01,99.33203
AUT,Austria,2016-06-01,99.4368
AUT,Austria,2016-07-01,99.58783
AUT,Austria,2016-08-01,99.82169
AUT,Austria,2016-09-01,100.0743
AUT,Austria,2016-10-01,100.2876
AUT,Austria,2016-11-01,100.4462
AUT,Austria,2016-12-01,100.552
AUT,Austria,2017-01-01,100.7542
AUT,Austria,2017-02-01,100.8866
AUT,Austria,2017-03-01,100.9803
AUT,Austria,2017-04-01,101.0291
AUT,Austria,2017-05-01,101.1513
AUT,Austria,2017-06-01,101.3706
AUT,Austria,2017-07-01,101.5619
AUT,Austria,2017-08-01,101.6408
AUT,Austria,2017-09-01,101.8661
AUT,Austria,2017-10-01,102.1988
AUT,Austria,2017-11-01,102.5197
AUT,Austria,2017-12-01,102.6544
AUT,Austria,2018-01-01,102.614
AUT,Austria,2018-02-01,102.5799
AUT,Austria,2018-03-01,102.501
AUT,Austria,2018-04-01,102.3328
AUT,Austria,2018-05-01,102.1156
AUT,Austria,2018-06-01,101.8877
AUT,Austria,2018-07-01,101.7495
AUT,Austria,2018-08-01,101.7675
AUT,Austria,2018-09-01,101.772
AUT,Austria,2018-10-01,101.7141
AUT,Austria,2018-11-01,101.5413
AUT,Austria,2018-12-01,101.103
AUT,Austria,2019-01-01,100.6463
AUT,Austria,2019-02-01,100.2155
AUT,Austria,2019-03-01,99.88801
AUT,Austria,2019-04-01,99.79581
AUT,Austria,2019-05-01,99.75534
AUT,Austria,2019-06-01,99.63187
AUT,Austria,2019-07-01,99.66955
AUT,Austria,2019-08-01,99.81456
AUT,Austria,2019-09-01,99.83068
AUT,Austria,2019-10-01,99.68212
AUT,Austria,2019-11-01,99.61959
AUT,Austria,2019-12-01,99.59665
AUT,Austria,2020-01-01,99.48551
AUT,Austria,2020-02-01,98.99779
AUT,Austria,2020-03-01,97.7616
AUT,Austria,2020-04-01,96.28607
AUT,Austria,2020-05-01,95.9545
AUT,Austria,2020-06-01,96.53248
AUT,Austria,2020-07-01,97.31683
AUT,Austria,2020-08-01,97.91982
AUT,Austria,2020-09-01,98.33608
AUT,Austria,2020-10-01,98.71439
AUT,Austria,2020-11-01,99.12855
AUT,Austria,2020-12-01,99.60783
AUT,Austria,2021-01-01,99.9782
AUT,Austria,2021-02-01,100.4728
AUT,Austria,2021-03-01,101.2423
AUT,Austria,2021-04-01,102.0818
AUT,Austria,2021-05-01,102.7852
AUT,Austria,2021-06-01,103.259
AUT,Austria,2021-07-01,103.3125
AUT,Austria,2021-08-01,103.2405
AUT,Austria,2021-09-01,103.0878
AUT,Austria,2021-10-01,103.0624
AUT,Austria,2021-11-01,103.0749
AUT,Austria,2021-12-01,103.0023
AUT,Austria,2022-01-01,102.812
AUT,Austria,2022-02-01,102.6511
AUT,Austria,2022-03-01,102.4407
AUT,Austria,2022-04-01,102.1055
AUT,Austria,2022-05-01,101.698
AUT,Austria,2022-06-01,101.4113
AUT,Austria,2022-07-01,100.9472
AUT,Austria,2022-08-01,100.3651
AUT,Austria,2022-09-01,99.89897
BEL,Belgium,1999-08-01,100.5542
BEL,Belgium,1999-09-01,101.1046
BEL,Belgium,1999-10-01,101.6327
BEL,Belgium,1999-11-01,101.8727
BEL,Belgium,1999-12-01,101.9454
BEL,Belgium,2000-01-01,101.9841
BEL,Belgium,2000-02-01,102.1579
BEL,Belgium,2000-03-01,102.3077
BEL,Belgium,2000-04-01,102.346
BEL,Belgium,2000-05-01,102.298
BEL,Belgium,2000-06-01,102.1103
BEL,Belgium,2000-07-01,101.8137
BEL,Belgium,2000-08-01,101.6726
BEL,Belgium,2000-09-01,101.6217
BEL,Belgium,2000-10-01,101.4269
BEL,Belgium,2000-11-01,101.232
BEL,Belgium,2000-12-01,101.1429
BEL,Belgium,2001-01-01,100.9062
BEL,Belgium,2001-02-01,100.4762
BEL,Belgium,2001-03-01,99.85022
BEL,Belgium,2001-04-01,99.23145
BEL,Belgium,2001-05-01,98.85229
BEL,Belgium,2001-06-01,98.6571
BEL,Belgium,2001-07-01,98.43303
BEL,Belgium,2001-08-01,98.21534
BEL,Belgium,2001-09-01,97.95748
BEL,Belgium,2001-10-01,97.78695
BEL,Belgium,2001-11-01,97.93842
BEL,Belgium,2001-12-01,98.25559
BEL,Belgium,2002-01-01,98.59378
BEL,Belgium,2002-02-01,98.98032
BEL,Belgium,2002-03-01,99.50562
BEL,Belgium,2002-04-01,99.91755
BEL,Belgium,2002-05-01,100.2041
BEL,Belgium,2002-06-01,100.1434
BEL,Belgium,2002-07-01,99.83834
BEL,Belgium,2002-08-01,99.62481
BEL,Belgium,2002-09-01,99.4977
BEL,Belgium,2002-10-01,99.36277
BEL,Belgium,2002-11-01,99.33565
BEL,Belgium,2002-12-01,99.22723
BEL,Belgium,2003-01-01,99.06752
BEL,Belgium,2003-02-01,98.85108
BEL,Belgium,2003-03-01,98.41013
BEL,Belgium,2003-04-01,97.99403
BEL,Belgium,2003-05-01,97.71677
BEL,Belgium,2003-06-01,97.61013
BEL,Belgium,2003-07-01,97.8436
BEL,Belgium,2003-08-01,98.41077
BEL,Belgium,2003-09-01,98.99134
BEL,Belgium,2003-10-01,99.4347
BEL,Belgium,2003-11-01,99.8671
BEL,Belgium,2003-12-01,100.1718
BEL,Belgium,2004-01-01,100.302
BEL,Belgium,2004-02-01,100.4531
BEL,Belgium,2004-03-01,100.6277
BEL,Belgium,2004-04-01,100.8469
BEL,Belgium,2004-05-01,100.9948
BEL,Belgium,2004-06-01,101.1345
BEL,Belgium,2004-07-01,101.3602
BEL,Belgium,2004-08-01,101.3897
BEL,Belgium,2004-09-01,101.3708
BEL,Belgium,2004-10-01,101.2397
BEL,Belgium,2004-11-01,101.0657
BEL,Belgium,2004-12-01,100.8376
BEL,Belgium,2005-01-01,100.6378
BEL,Belgium,2005-02-01,100.3169
BEL,Belgium,2005-03-01,99.90317
BEL,Belgium,2005-04-01,99.38853
BEL,Belgium,2005-05-01,99.04702
BEL,Belgium,2005-06-01,98.9368
BEL,Belgium,2005-07-01,99.05064
BEL,Belgium,2005-08-01,99.46434
BEL,Belgium,2005-09-01,100.051
BEL,Belgium,2005-10-01,100.6211
BEL,Belgium,2005-11-01,101.0433
BEL,Belgium,2005-12-01,101.2849
BEL,Belgium,2006-01-01,101.4295
BEL,Belgium,2006-02-01,101.6644
BEL,Belgium,2006-03-01,101.8877
BEL,Belgium,2006-04-01,102.0087
BEL,Belgium,2006-05-01,102.068
BEL,Belgium,2006-06-01,102.1356
BEL,Belgium,2006-07-01,102.3092
BEL,Belgium,2006-08-01,102.4363
BEL,Belgium,2006-09-01,102.5136
BEL,Belgium,2006-10-01,102.4841
BEL,Belgium,2006-11-01,102.3879
BEL,Belgium,2006-12-01,102.2402
BEL,Belgium,2007-01-01,101.9354
BEL,Belgium,2007-02-01,101.7392
BEL,Belgium,2007-03-01,101.6955
BEL,Belgium,2007-04-01,101.9178
BEL,Belgium,2007-05-01,102.2129
BEL,Belgium,2007-06-01,102.3171
BEL,Belgium,2007-07-01,102.1552
BEL,Belgium,2007-08-01,101.9077
BEL,Belgium,2007-09-01,101.7339
BEL,Belgium,2007-10-01,101.5034
BEL,Belgium,2007-11-01,101.3329
BEL,Belgium,2007-12-01,101.224
BEL,Belgium,2008-01-01,101.2156
BEL,Belgium,2008-02-01,101.2816
BEL,Belgium,2008-03-01,101.2446
BEL,Belgium,2008-04-01,101.1295
BEL,Belgium,2008-05-01,101.1629
BEL,Belgium,2008-06-01,101.0663
BEL,Belgium,2008-07-01,100.7488
BEL,Belgium,2008-08-01,100.2318
BEL,Belgium,2008-09-01,99.35542
BEL,Belgium,2008-10-01,98.19939
BEL,Belgium,2008-11-01,97.00473
BEL,Belgium,2008-12-01,96.12601
BEL,Belgium,2009-01-01,95.75506
BEL,Belgium,2009-02-01,95.57703
BEL,Belgium,2009-03-01,95.61897
BEL,Belgium,2009-04-01,96.0839
BEL,Belgium,2009-05-01,96.73589
BEL,Belgium,2009-06-01,97.4093
BEL,Belgium,2009-07-01,97.94911
BEL,Belgium,2009-08-01,98.35889
BEL,Belgium,2009-09-01,98.66226
BEL,Belgium,2009-10-01,99.00883
BEL,Belgium,2009-11-01,99.3709
BEL,Belgium,2009-12-01,99.55984
BEL,Belgium,2010-01-01,99.66635
BEL,Belgium,2010-02-01,99.75698
BEL,Belgium,2010-03-01,99.9777
BEL,Belgium,2010-04-01,100.1767
BEL,Belgium,2010-05-01,100.2378
BEL,Belgium,2010-06-01,100.2632
BEL,Belgium,2010-07-01,100.4748
BEL,Belgium,2010-08-01,100.7296
BEL,Belgium,2010-09-01,100.8053
BEL,Belgium,2010-10-01,100.9092
BEL,Belgium,2010-11-01,101.2209
BEL,Belgium,2010-12-01,101.5973
BEL,Belgium,2011-01-01,101.8527
BEL,Belgium,2011-02-01,101.8605
BEL,Belgium,2011-03-01,101.8136
BEL,Belgium,2011-04-01,101.5855
BEL,Belgium,2011-05-01,101.2365
