Symbol,Year,Return,TRI,TB90,MKTCAP,PB
MTL,2016,-15.0183,46782.5273,0.5,1683.3457,1.7618
X,2016,16.9579,46782.5273,0.5,3101.1697,1.0978
VET,2016,3.971,46782.5273,0.5,5526.1953,3.477
SNC,2016,41.519,46782.5273,0.5,8396.5654,2.2508
KL,2016,100.9398,46782.5273,0.5,1254.635,2.3956
SMF,2016,70.8589,46782.5273,0.5,1806.3811,2.0085
KXS,2016,70.4801,46782.5273,0.5,1533.9197,15.0814
MFI,2016,30.5107,46782.5273,0.5,3923.0271,1.8732
CNQ,2016,37.3693,46782.5273,0.5,44865.3555,1.7207
CAE,2016,29.4118,46782.5273,0.5,5025.5503,2.7145
QSR,2016,23.9501,46782.5273,0.5,14629.0791,6.6133
WB,2016,67.2029,46782.5273,0.5,1427.7489,3.9631
GC,2016,18.3596,46782.5273,0.5,1309.4614,3.9225
BB,2016,-0.3006,46782.5273,0.5,5202.0513,1.5434
AC,2017,160.4911,50166.8711,0.71,6339.6929,5.296
CFP,2017,43.5982,50166.8711,0.71,2904.4365,1.8013
SHOP,2017,153.6765,50166.8711,0.71,11790.4854,11.0327
KL,2017,52.1983,50166.8711,0.71,3404.9287,2.6678
LUN,2017,90.3226,50166.8711,0.71,6862.9287,1.6117
TOY,2017,62.1947,50166.8711,0.71,1286.2499,10.5355
DOO,2017,70.2913,50166.8711,0.71,1261.2721,31.4728
AGI,2017,12.6761,50166.8711,0.71,3126.2847,1.2307
DGC,2017,-40.9459,50166.8711,0.71,3053.7471,1.2772
WJA,2017,10.0413,50166.8711,0.71,3119.4541,1.4646
IMG,2017,70.2259,50166.8711,0.71,3852.4094,1.1075
BAD,2017,10.5082,50166.8711,0.71,1072.9609,3.7965
PSI,2017,-4.2781,50166.8711,0.71,1518.6162,4.1496
GC,2017,55.6218,50166.8711,0.71,2062.1758,4.7879
DDC,2017,53.7391,50166.8711,0.71,1448.2396,0.9756
CG,2017,14.3293,50166.8711,0.71,2184.624,0.9097
TCW,2017,72.8972,50166.8711,0.71,1281.4388,1.1336
OSB,2017,36.5079,50166.8711,0.71,3703.6672,3.9159
WFT,2017,46.7497,50166.8711,0.71,4916.7061,2.0713
VSN,2017,36.1455,50166.8711,0.71,5517.1567,2.5069
IVN,2017,143.5484,50166.8711,0.71,3562.3184,2.6061
K,2017,8.5878,50166.8711,0.71,7095.394,1.3013
G,2017,-14.0281,50166.8711,0.71,14876.4346,0.8418
AEM,2017,-3.7009,50166.8711,0.71,14849.1045,2.4397
RUS,2017,19.4126,50166.8711,0.71,1607.833,2.0191
PSK,2017,14.1634,50166.8711,0.71,6936.5835,2.5336
FFH,2017,-12.5488,50166.8711,0.71,18226.2305,1.307
PBH,2017,58.486,50166.8711,0.71,2944.6624,6.8492
WEF,2017,25.0,50166.8711,0.71,1048.2544,1.9422
BB,2017,16.2814,50166.8711,0.71,6148.27,1.7555
CCA,2017,47.2813,50166.8711,0.71,3157.4697,2.9899
ECA,2017,-6.9489,50166.8711,0.71,11337.1045,1.3254
CVE,2017,-48.4433,50166.8711,0.71,12004.374,0.6094
BBD.B,2017,16.2791,50166.8711,0.71,5616.4409,198.4127
FTT,2017,22.8289,50166.8711,0.71,4802.5425,2.5209
QBR.B,2017,19.1473,50166.8711,0.71,5774.6382,10.4222
AIF,2017,11.6679,50166.8711,0.71,1204.9128,2.8512
LIF,2017,53.9231,50166.8711,0.71,1280.64,2.1764
HBM,2017,104.6992,50166.8711,0.71,2583.8833,1.1421
MIC,2017,5.1447,50166.8711,0.71,3307.3589,0.8699
MAG,2017,-19.383,50166.8711,0.71,1266.8954,5.6985
FSV,2017,38.1671,50166.8711,0.71,3011.0457,12.2583
TCL.A,2017,26.5625,50166.8711,0.71,1880.543,1.6481
NPI,2017,0.7997,50166.8711,0.71,4152.7241,6.0935
LNR,2017,28.6585,50166.8711,0.71,4546.2397,1.5622
OR,2017,17.8138,50166.8711,0.71,2740.5964,1.3859
GEI,2017,-2.349,50166.8711,0.71,2490.7266,2.2815
CEU,2017,19.5506,50166.8711,0.71,1413.0671,2.4287
TECK.B,2017,46.2588,50166.8711,0.71,17956.8984,0.9718
KXS,2017,17.9273,50166.8711,0.71,1861.9641,13.7044
WSP,2017,20.0603,50166.8711,0.71,5319.4922,1.8123
IFC,2017,8.153,50166.8711,0.71,13482.9385,2.4417
POW,2017,10.101,50166.8711,0.71,12664.1094,1.0678
RCI.B,2017,16.0791,50166.8711,0.71,33560.5039,5.8164
MX,2017,67.5243,50166.8711,0.71,5497.1743,2.7344
TCN,2017,12.0207,50166.8711,0.71,1450.0686,1.3486
FNV,2017,11.4919,50166.8711,0.71,18946.3887,3.2858
DOL,2017,27.0072,50166.8711,0.71,13841.2646,605.9576
SLF,2017,15.8772,50166.8711,0.71,29426.627,1.441
MFC,2017,37.1157,50166.8711,0.71,48522.2305,1.2385
PKI,2018,50.4811,55229.8008,1.52,5392.3091,3.25
HSE,2018,47.7071,55229.8008,1.52,21690.5137,1.2185
TFII,2018,58.6116,55229.8008,1.52,4228.395,2.8542
GOOS,2018,262.9579,55229.8008,1.52,3813.6875,38.2743
GEI,2018,10.9966,55229.8008,1.52,2793.2798,3.4044
KML,2018,-0.9227,55229.8008,1.52,1787.299,1.9736
GTE,2018,76.1719,55229.8008,1.52,1787.5454,1.3868
TVE,2018,109.9567,55229.8008,1.52,1105.0428,1.4212
TOG,2018,37.451,55229.8008,1.52,1493.8674,0.9962
DOO,2018,64.1446,55229.8008,1.52,2326.0664,6812.0005
WFT,2018,33.6163,55229.8008,1.52,6176.856,2.1285
CNQ,2018,15.8305,55229.8008,1.52,54410.9453,1.6785
CFP,2018,37.5857,55229.8008,1.52,3870.3413,1.8863
SU,2018,37.286,55229.8008,1.52,87442.9922,1.9444
KEL,2018,52.1595,55229.8008,1.52,1684.709,1.9341
MX,2018,49.2243,55229.8008,1.52,7568.3809,3.9781
NTR,2018,35.0023,55229.8008,1.52,45130.8633,1.4694
ATA,2018,75.4164,55229.8008,1.52,2081.105,2.7063
RUS,2018,9.6464,55229.8008,1.52,1771.0569,1.9795
BTE,2018,23.7342,55229.8008,1.52,2145.9805,0.6808
TIH,2018,21.3542,55229.8008,1.52,5304.2988,4.3682
MNW,2018,41.4201,55229.8008,1.52,1759.224,3.3582
YRI,2018,-1.897,55229.8008,1.52,3435.5205,0.6376
OGC,2018,-0.5155,55229.8008,1.52,2383.6685,1.1867
RBA,2018,34.0248,55229.8008,1.52,5383.0693,5.3815
ENGH,2018,57.1401,55229.8008,1.52,2187.3003,6.8559
IFP,2018,27.9772,55229.8008,1.52,1573.0579,1.6096
SCL,2018,8.0315,55229.8008,1.52,1922.5479,1.8468
CGX,2018,-14.2745,55229.8008,1.52,2084.2891,3.0789
KEY,2018,-0.7726,55229.8008,1.52,7472.8188,2.9425
PVG,2018,4.7297,55229.8008,1.52,1985.1681,1.7643
VET,2018,1.8182,55229.8008,1.52,6315.7832,2.4468
DSG,2018,29.9487,55229.8008,1.52,3501.9514,5.2637
ECA,2018,48.3262,55229.8008,1.52,16524.0566,1.95
BHC,2018,79.5116,55229.8008,1.52,10510.0762,2.3301
KL,2018,49.9078,55229.8008,1.52,5151.8237,3.2756
MEG,2018,64.471,55229.8008,1.52,2445.5652,0.6197
FSV,2018,28.3481,55229.8008,1.52,3866.5066,14.0518
ERF,2018,45.5365,55229.8008,1.52,3959.0337,2.3204
BAD,2018,0.3112,55229.8008,1.52,1076.3,3.2235
CIGI,2018,63.8897,55229.8008,1.52,4030.4082,9.7911
OSB,2018,15.4884,55229.8008,1.52,4303.625,3.6446
ECI,2018,38.1862,55229.8008,1.52,3107.1428,5.3444
BB,2018,20.0519,55229.8008,1.52,7463.3804,2.3713
MTY,2018,28.535,55229.8008,1.52,1520.9523,2.5935
PSI,2018,18.9944,55229.8008,1.52,1819.0796,5.0627
BBD.B,2018,72.4,55229.8008,1.52,10419.2314,331.5385
GC,2018,35.7122,55229.8008,1.52,2820.1333,5.15
BAM.A,2018,12.8973,55229.8008,1.52,55326.375,1.6888
WCP,2018,-10.1336,55229.8008,1.52,3369.1038,1.0425
SHOP,2018,37.5797,55229.8008,1.52,17794.7813,9.3487
PD,2018,60.8833,55229.8008,1.52,1497.9512,0.8482
RNW,2018,-14.8592,55229.8008,1.52,3173.7849,1.3884
VII,2018,-19.2004,55229.8008,1.52,5555.5166,1.2358
BCB,2018,7.2219,55229.8008,1.52,2836.1016,1.767
TCL.A,2018,30.8231,55229.8008,1.52,2792.2144,1.9074
CP,2018,41.264,55229.8008,1.52,39135.082,5.9499
CNR,2018,14.6611,55229.8008,1.52,85207.3281,4.9033
TRQ,2018,-28.0285,55229.8008,1.52,6097.3125,0.5099
CCO,2018,8.3067,55229.8008,1.52,5366.9531,1.1095
